tmdb_id,title,studio,domestic_gross,foreign_gross,year,budget
tt1142977,Frankenweenie,BV,35300000.0,46200000,2012,39000000
tt1591479,Act of Valor,Rela.,70000000.0,11300000,2012,12000000
tt2290840,Masquerade (2012),CJ,923000.0,79800000,2012,
tt1922777,Sinister,LG/S,48100000.0,29600000,2012,3000000
tt1601913,The Grey,ORF,51600000.0,25700000,2012,25000000
tt2023453,Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012,22000000
tt1859650,To Rome with Love,SPC,16700000.0,56600000,2012,
tt1648179,Here Comes the Boom,Sony,45300000.0,27800000,2012,
tt0266543,Finding Nemo (3D),BV,41100000.0,28200000,2012,94000000
tt1781769,Anna Karenina,Focus,12800000.0,56100000,2012,
tt1298649,The Watch,Fox,35400000.0,32900000,2012,68000000
tt1748122,Moonrise Kingdom,Focus,45500000.0,22800000,2012,16000000
tt2215285,Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000,2012,20000000
tt1259521,The Cabin in the Woods,LGF,42100000.0,24400000,2012,
tt0101414,Beauty and the Beast (3D),BV,47600000.0,14400000,2012,25000000
tt1336608,Rock of Ages,WB (NL),38500000.0,20900000,2012,75000000
tt1232200,That's My Boy,Sony,36900000.0,20800000,2012,70000000
tt1462769,The Odd Life of Timothy Green,BV,51900000.0,4200000,2012,
tt0383010,The Three Stooges,Fox,44300000.0,10500000,2012,30000000
tt1195478,The Five-Year Engagement,Uni.,28800000.0,25100000,2012,30000000
tt1212450,Lawless,Wein.,37400000.0,16300000,2012,
tt0938330,Silent Hill: Revelation 3D,ORF,17500000.0,34800000,2012,20000000
tt0485985,Red Tails,Fox,49900000.0,489000,2012,58000000
tt0198781,"Monsters, Inc. (3D)",BV,34000000.0,16200000,2012,115000000
tt2083383,Trouble with the Curve,WB,35800000.0,13200000,2012,
tt1440232,Little White Lies,MPI,206000.0,48300000,2012,
tt1855199,End of Watch,ORF,41000000.0,7100000,2012,7000000
tt1568338,Man on a Ledge,LG/S,18600000.0,27600000,2012,42000000
tt1234719,Red Dawn (2012),FD,44800000.0,,2012,65000000
tt1582507,House at the End of The Street,Rela.,31600000.0,12700000,2012,10000000
tt1694020,The Guilt Trip,Par.,37100000.0,4700000,2012,40000000
tt2315152,A Werewolf Boy,CJ,343000.0,41300000,2012,
tt1599348,Safe (2012),LGF,17100000.0,23200000,2012,85000000
tt1764234,Killing Them Softly,Wein.,15000000.0,22900000,2012,15000000
tt1991245,Chernobyl Diaries,WB,18100000.0,19000000,2012,
tt1598828,One For the Money,LGF,26400000.0,10500000,2012,40000000
tt1343727,Dredd,LGF,13400000.0,22200000,2012,50000000
tt1885265,Tyler Perry's Good Deeds,LGF,35000000.0,553000,2012,
tt1764183,Arbitrage,RAtt.,7900000.0,27600000,2012,
tt1222815,Chimpanzee,BV,29000000.0,5900000,2012,
tt1712170,Alex Cross,LG/S,25900000.0,8700000,2012,35000000
tt1441952,Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012,
tt1783232,Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000,2012,
tt1792647,Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000,2012,
tt1659337,The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012,
tt1506999,Haywire,Rela.,18900000.0,14400000,2012,23000000
tt2215719,Katy Perry: Part of Me,Par.,25300000.0,7400000,2012,12000000
tt1592525,Lockout,FD,14300000.0,17900000,2012,20000000
tt1710396,Joyful Noise,WB,30900000.0,226000,2012,
tt1547234,Premium Rush,Sony,20300000.0,10800000,2012,35000000
tt1486192,The Raven,Rela.,16000000.0,13600000,2012,26000000
tt2077833,Rowdy Rathore,UTV,777000.0,28600000,2012,
tt1424310,Dragon (2012),RTWC,11100.0,29100000,2012,
tt1728986,Bol Bachchan,FIP,1200000.0,27600000,2012,
tt1560747,The Master,Wein.,16399999.0,11900000,2012,
tt2053425,Rust and Bone,SPC,2100000.0,23700000,2012,
tt1430615,Big Miracle,Uni.,20200000.0,4600000,2012,40000000
tt1876451,Sparkle (2012),TriS,24400000.0,240000,2012,14000000
tt2073128,To the Arctic (IMAX),WB,14600000.0,9100000,2012,
tt0975645,Hitchcock,FoxS,6000000.0,17600000,2012,
tt0763831,A Thousand Words,P/DW,18500000.0,3600000,2012,40000000
tt1655460,Wanderlust,Uni.,17500000.0,4200000,2012,
tt2125435,Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012,
tt1661420,Polisse,IFC,211000.0,20200000,2012,
tt1602620,Amour,SPC,6700000.0,13100000,2012,8900000
tt1258972,The Man with the Iron Fists,Uni.,15600000.0,4099999,2012,15000000
tt1931533,Seven Psychopaths,CBS,15000000.0,4400000,2012,15000000
tt1838544,Gone,LG/S,11700000.0,6400000,2012,
tt1366365,The Cold Light of Day,LG/S,3800000.0,13100000,2012,
tt2076176,My Way (2012),CJ,70200.0,16500000,2012,
tt1456941,Tomorrow When the War Began,Free,4900.0,16500000,2012,
tt1456472,We Have a Pope,IFC,548000.0,15600000,2012,
tt1614989,Headhunters,Magn.,1200000.0,14500000,2012,
tt2097307,Hit and Run,ORF,13700000.0,704000,2012,2000000
tt0111666,War of the Buttons (2012),Wein.,47800.0,13800000,2012,
tt1748179,Red Lights (2012),MNE,52600.0,13500000,2012,
tt1840417,The Words,CBS,11500000.0,1700000,2012,6000000
tt1540128,Playing for Keeps,FD,13100000.0,,2012,
tt1767382,Silent House,ORF,12800000.0,347000,2012,
tt1720616,Friends with Kids,RAtt.,7300000.0,5800000,2012,
tt1473063,The Well-Digger's Daughter,KL,386000.0,12200000,2012,
tt1680136,Klown,Drft.,68800.0,12400000,2012,
tt0107818,People Like Us,BV,12400000.0,,2012,26000000
tt1214962,Seeking Justice,Anch.,412000.0,11900000,2012,
tt1920849,Bachelorette,RTWC,448000.0,11500000,2012,
tt1176740,This Must Be the Place,Wein.,144000.0,11600000,2012,17000000
tt1663143,Fun Size,Par.,9400000.0,2000000,2012,14000000
tt1649444,Rec 3: Genesis,Magn.,9600.0,10100000,2012,
tt1828995,Delicacy,Cohen,499000.0,9200000,2012,
tt1307068,Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012,10000000
tt1433822,The Apparition,WB,4900000.0,4700000,2012,17000000
tt1566501,For Greater Glory,ArcEnt,5700000.0,4000000,2012,
tt1772264,Hysteria,SPC,1800000.0,7700000,2012,
tt1704573,Bernie,MNE,9200000.0,,2012,
tt1866249,The Sessions,FoxS,6000000.0,3100000,2012,
tt1839492,Ruby Sparks,FoxS,2500000.0,6600000,2012,
tt1477855,Hyde Park on Hudson,Focus,6400000.0,2500000,2012,
tt0337692,On the Road,IFC,744000.0,8000000,2012,
tt1714203,Piranha 3DD,W/Dim.,377000.0,8100000,2012,
tt1588342,Easy Money (2012),Wein.,206000.0,8199999,2012,
tt1272051,Space Dogs 3D,EpicPics,14400.0,8300000,2012,
tt1440732,Bel Ami,Magn.,120000.0,8199999,2012,
tt2091473,Promised Land (2012),Focus,7600000.0,541000,2012,
tt1034314,Iron Sky,EOne,122000.0,8000000,2012,
tt1702425,Casa De Mi Padre,LGF,5900000.0,2100000,2012,
tt1949548,Heroine,UTV,599000.0,7400000,2012,
tt1276419,A Royal Affair,Magn.,1500000.0,6000000,2012,
tt1674057,All Together,KL,43200.0,7200000,2012,
tt1718835,My Worst Nightmare,Strand,22000.0,7100000,2012,
tt1748227,The Collection,LD,6800000.0,,2012,
,Monsieur Lazhar (U.S.-only),MBox,2000000.0,4600000,2012,
tt1456635,Goon,Magn.,4200000.0,2300000,2012,
tt1480656,Cosmopolis,EOne,764000.0,5300000,2012,
tt1629757,Chasing Mavericks,Fox,6000000.0,600,2012,20000000
tt1931470,Declaration of War,IFC,59100.0,5800000,2012,
tt2457282,Puella Magi Madoka Magica the Movie,Elev.,180000.0,5600000,2012,
tt1602098,Albert Nobbs,RAtt.,3000000.0,2600000,2012,
tt5164184,In Darkness,SPC,1000000.0,4500000,2012,
tt1870529,Won't Back Down,Fox,5300000.0,,2012,
tt1753813,Farewell My Queen,Cohen,1600000.0,3700000,2012,
tt1817676,Girl in Progress,LGF,2600000.0,2000000,2012,
tt1588334,"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012,
tt2178941,Barbara,AF,1000000.0,3100000,2012,
tt1899353,The Raid: Redemption,SPC,4099999.0,,2012,
tt1862079,Safety Not Guaranteed,FD,4000000.0,,2012,
tt1815852,Nitro Circus the Movie 3D,ArcEnt,3400000.0,526000,2012,
tt1802197,The Lady,Cohen,355000.0,3400000,2012,
tt1368440,Branded,RAtt.,354000.0,3400000,2012,
tt1355638,The Rabbi's Cat,GK,23400.0,3700000,2012,
tt2125608,Searching for Sugar Man,SPC,3700000.0,,2012,
tt1726669,Killer Joe,LD,2000000.0,1700000,2012,
tt1728196,Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000,2012,
tt1305797,Robot & Frank,Gold.,3300000.0,,2012,
tt0082971,Raiders of the Lost Ark (IMAX),Par.,3100000.0,,2012,18000000
tt1405365,Celeste and Jesse Forever,SPC,3100000.0,,2012,
tt2176013,Jab Tak Hai Jaan,Yash,3000000.0,,2012,
tt1634121,Intruders,MNE,69100.0,2900000,2012,
tt1787988,Talaash,Relbig.,2900000.0,,2012,
tt2082197,Barfi!,UTV,2800000.0,,2012,
tt2008006,A Simple Life,CL,192000.0,2600000,2012,
tt0770802,Samsara,Osci.,2700000.0,,2012,
tt1375669,Simon and the Oaks,TFA,151000.0,2400000,2012,
tt1772925,Jiro Dreams of Sushi,Magn.,2600000.0,,2012,
tt2112131,Dabangg 2,Eros,2500000.0,,2012,
tt1827512,Kid With a Bike,IFC,1500000.0,1000000,2012,
tt2125666,The Queen of Versailles,Magn.,2400000.0,,2012,
tt2016894,Ek Tha Tiger,Yash,2300000.0,,2012,
tt7343762,Chico & Rita,GK,351000.0,1900000,2012,20000000
tt1656186,Stolen (2012),MNE,304000.0,1800000,2012,
tt1445520,Footnote,SPC,2000000.0,,2012,
tt1966604,The Imposter,IM,898000.0,1100000,2012,
tt1849718,Agneepath,Eros,2000000.0,,2012,
tt1753792,The Day I Saw Your Heart,FM,3500.0,2000000,2012,
tt2181931,English Vinglish,Eros,1900000.0,,2012,
tt1980986,Housefull 2,Eros,1800000.0,,2012,
tt1828229,Tales of the Night,GK,11000.0,1700000,2012,
,Beloved (2012),IFC,138000.0,1500000,2012,
tt1680045,360,Magn.,100000.0,1600000,2012,
tt1602472,2 Days in New York,Magn.,633000.0,1000000,2012,
tt1742336,Your Sister's Sister,IFC,1600000.0,,2012,
tt0222851,Hermano,MBox,29900.0,1600000,2012,
tt1132449,Lay the Favorite,RTWC,21000.0,1600000,2012,
tt1678051,Soldiers of Fortune,RAtt.,38900.0,1500000,2012,
tt1226240,A Late Quartet,EOne,1600000.0,,2012,
tt1650453,I Wish,Magn.,146000.0,1400000,2012,
tt1813327,The Salt of Life,Zeit.,317000.0,1200000,2012,
tt1663321,Chicken with Plums,SPC,254000.0,1200000,2012,
tt1183919,Marley,Magn.,1400000.0,,2012,
tt1496422,The Paperboy,MNE,693000.0,661000,2012,
tt1579361,Chasing Ice,SD,1300000.0,,2012,
tt1583737,Unforgivable,Strand,154000.0,1200000,2012,
tt1440161,A Little Bit of Heaven,MNE,15400.0,1300000,2012,
tt2073016,The Other Son,Cohen,1300000.0,,2012,
tt2713406,Meerkats,NGE,778000.0,482000,2012,
tt1996264,"For a Good Time, Call...",Focus,1300000.0,,2012,
tt1592281,Take This Waltz,Magn.,1200000.0,,2012,
tt2168910,Cocktail (2012),Eros,1200000.0,,2012,
tt1827487,Once Upon a Time in Anatolia,CGld,152000.0,1000000,2012,
tt1703958,Ek Main Aur Ekk Tu,UTV,1200000.0,,2012,
tt1700844,The Deep Blue Sea,MBox,1100000.0,,2012,
tt1372686,Coriolanus,Wein.,757000.0,315000,2012,
tt2053352,Diana Vreeland: The Eye Has to Travel,Gold.,1000000.0,,2012,
tt2008513,First Position,IFC,1000000.0,,2012,
tt1667307,Damsels in Distress,SPC,1000000.0,,2012,
tt1640548,Rampart,MNE,973000.0,,2012,
tt1549589,Elles,KL,158000.0,754000,2012,
tt6450804,W.E.,Wein.,583000.0,285000,2012,185000000
tt1680679,Breathing,KL,4600.0,803000,2012,
tt1730687,Darling Companion,SPC,794000.0,,2012,
tt2354407,Teri Meri Kahaani,Eros,781000.0,,2012,
tt2178508,Son of Sardaar,Eros,772000.0,,2012,
tt1395025,Agent Vinod,Eros,698000.0,,2012,
tt2172071,Student of the Year,Eros,670000.0,,2012,
,The Polar Express (2012 re-issue),WB,669000.0,,2012,
tt2076220,Holy Motors,IM,641000.0,,2012,
tt1699185,Free Men,FM,53800.0,564000,2012,
tt1649780,"Peace, Love and Misunderstanding",IFC,591000.0,,2012,
,Undefeated (2012),Wein.,562000.0,,2012,
tt2062969,Sister (2012),AF,155000.0,400000,2012,
tt2317337,Vicky Donor,Eros,549000.0,,2012,
tt0455323,Being Flynn,Focus,540000.0,,2012,
tt1845773,Ai Weiwei: Never Sorry,IFC,534000.0,,2012,
tt1772424,Where Do We Go Now?,SPC,532000.0,,2012,
,Bully (2012),Wein.,279000.0,182000,2012,
tt2122340,Ferrari Ki Sawaari,Eros,434000.0,,2012,
tt1757742,Apartment 143,Magn.,400.0,426000,2012,
tt1748207,Sound of My Voice,FoxS,408000.0,,2012,
tt2166214,Khiladi 786,Eros,379000.0,,2012,
tt2063781,Smashed,SPC,377000.0,,2012,
tt1659343,Universal Soldier: Day of Reckoning,Magn.,5500.0,364000,2012,
tt1313139,The Oranges,ATO,366000.0,,2012,
tt1872818,Liberal Arts,IFC,327000.0,,2012,
tt1971352,Compliance,Magn.,319000.0,,2012,
tt2113822,Back to 1942,CL,313000.0,,2012,
tt1410063,The Flowers of War,WHE,311000.0,,2012,
tt2062996,Something From Nothing: The Art of Rap,IM,288000.0,,2012,
tt2238839,Love in the Buff,CL,256000.0,,2012,
tt1710417,Lola Versus,FoxS,253000.0,,2012,
tt2011953,Keep the Lights On,MBox,246000.0,,2012,
tt1982113,Gerhard Richter Painting,KL,243000.0,,2012,
tt1836987,Trishna,IFC,240000.0,,2012,
tt1925421,Elena,Zeit.,233000.0,,2012,
tt1706317,Tezz,Eros,230000.0,,2012,
tt2063011,The Viral Factor,CL,220000.0,,2012,
tt2043931,Neil Young Journeys,SPC,215000.0,,2012,
tt1981080,Tai Chi Zero,Vari.,212000.0,,2012,
tt2125653,The House I Live In,Abr.,211000.0,,2012,
tt1715873,10 Years,Anch.,203000.0,,2012,
tt1860152,17 Girls,Strand,15100.0,186000,2012,
tt0080024,Tim & Eric's Billion Dollar Movie,Magn.,201000.0,,2012,
tt2066176,Any Day Now,MBox,201000.0,,2012,
tt2130242,Tere Naal Love Ho Gaya,UTV,178000.0,,2012,
tt1611224,The Hunter (2012),Magn.,177000.0,,2012,69000000
tt1349451,Butter,RTWC,105000.0,70700,2012,
tt1788391,Kill List,IFC,29100.0,143000,2012,
tt1686784,Flying Swords of Dragon Gate,IM,170000.0,,2012,
tt7286456,Joker,UTV,169000.0,,2012,55000000
tt2187972,Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,,2012,
tt1821593,Bullhead,Drft.,152000.0,,2012,
tt2292625,Chakravyuh,Eros,152000.0,,2012,
tt2186933,Luv Shuv Tey Chicken Khurana,UTV,144000.0,,2012,
tt1247667,High School,Anch.,139000.0,,2012,
tt2007993,Warriors of the Rainbow: Seediq Bale,WGUSA,136000.0,,2012,23000000
tt1695405,The Loneliest Planet,IFC,130000.0,,2012,
tt1787127,Forgiveness of Blood,IFC,127000.0,,2012,
tt1342403,Toys in the Attic,Hann.,64900.0,61600,2012,
tt1650407,"Turn Me On, Dammit!",NYer,126000.0,,2012,
tt1912398,God Bless America,Magn.,123000.0,,2012,
tt2106741,Bullet Vanishes,CL,118000.0,,2012,
tt1605777,The Woman in the Fifth,ATO,114000.0,,2012,
tt2125423,5 Broken Cameras,KL,110000.0,,2012,
tt2980472,Hello I Must Be Going,Osci.,107000.0,,2012,
tt1839654,The Magic of Belle Isle,Magn.,102000.0,,2012,
tt1736633,"Oslo, August 31st",Strand,101000.0,,2012,
tt1181614,Wuthering Heights (2012),Osci.,101000.0,,2012,
tt2367996,Mugamoodi,UTV,101000.0,,2012,
tt2105044,V/H/S,Magn.,100000.0,,2012,
tt1618447,Goodbye First Love,IFC,95000.0,,2012,
tt2073029,Marina Abramovic: The Artist is Present,MBox,86600.0,,2012,
tt1683519,Wagner & Me,FRun,37700.0,41000,2012,
tt1594562,The Innkeepers,Magn.,78400.0,,2012,
tt1990352,The Island President,Gold.,76400.0,,2012,
tt1683526,Detachment,Trib.,72700.0,,2012,
tt1691323,Attenberg,Strand,24000.0,45900,2012,
tt1667310,Deadfall (2012),Magn.,66400.0,,2012,
tt2319760,Girlfriend Boyfriend - GF BF,CL,64400.0,,2012,
tt2266938,Vulgaria,CL,59100.0,,2012,
tt1316540,The Turin Horse,CGld,56400.0,,2012,
tt2191721,Jodi Breakers,Yash,52600.0,,2012,
tt2371411,Painted Skin: The Resurrection,WGUSA,50400.0,,2012,
tt2051818,"All's Well, End's Well (2012)",CL,47900.0,,2012,
tt1625150,North Sea Texas,Strand,28300.0,16700,2012,
tt1151359,Double Trouble,CL,44800.0,,2012,9000000
tt1922645,The Fairy,KL,38400.0,,2012,
tt1796503,Hit So Hard,Vari.,34000.0,,2012,
,Kalakalappu@Masala Cafe,UTV,30900.0,,2012,
tt1713476,The Bay,RAtt.,30700.0,,2012,
tt1943873,You've Been Trumped,ICir,29300.0,,2012,
tt1648179,Here (2012),Strand,26700.0,,2012,
tt1989712,In Another Country,KL,25100.0,,2012,
tt1763303,The First Time,Gold.,22800.0,,2012,
tt1913002,Bonsai,Strand,21300.0,,2012,
tt1172571,The Day,Anch.,21000.0,,2012,
tt2124074,28 Hotel Rooms,Osci.,18900.0,,2012,
tt1707392,Lovely Molly,Imag.,18500.0,,2012,
tt1838571,Juan of the Dead,Outs,18000.0,,2012,
tt1707391,4:44: Last Day on Earth,IFC,17800.0,,2012,
tt1623745,Little Birds,MNE,17700.0,,2012,
tt1714203,Return (2012),Da.,16100.0,,2012,
tt1859446,Alps,KL,16100.0,,2012,
tt2118702,Patience (After Sebald),CGld,15900.0,,2012,
tt1261954,Take Me Home,Mont.,15800.0,,2012,
tt1344337,Reuniting the Rubins,Mont.,13600.0,,2012,
tt1417067,Cirkus Columbia,Strand,3500.0,9500,2012,
tt1634286,Grassroots,Gold.,12400.0,,2012,
tt2407826,Husbands in Goa,UTV,10100.0,,2012,
tt2084098,Starry Starry Night,CL,10000.0,,2012,
tt1886502,Corpo Celeste,FM,8900.0,,2012,
tt1819513,Dreams of a Life,Strand,8400.0,,2012,
tt0835418,The Babymakers,MNE,7900.0,,2012,
tt1754078,Las Acacias,OutF,6000.0,,2012,
tt1582271,The Good Doctor,Magn.,5200.0,,2012,
tt2072233,Sleepless Night,Trib.,3400.0,,2012,
tt1603257,ATM,IFC,3000.0,,2012,
tt1945062,About Cherry,IFC,3000.0,,2012,
tt1439572,Perfect Sense,IFC,3000.0,,2012,
tt1159922,Cheerful Weather for the Wedding,IFC,2700.0,,2012,
tt1657299,The Decoy Bride,IFC,800.0,,2012,
tt1384927,Death of a Superhero,Trib.,600.0,,2012,
tt2294629,Frozen,BV,400700000.0,875700000,2013,150000000
tt1300854,Iron Man 3,BV,409000000.0,805800000,2013,200000000
tt1690953,Despicable Me 2,Uni.,368100000.0,602700000,2013,76000000
tt1170358,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013,
tt1951264,The Hunger Games: Catching Fire,LGF,424700000.0,440300000,2013,130000000
tt1706317,Fast & Furious 6,Uni.,238700000.0,550000000,2013,
tt1453405,Monsters University,BV,268500000.0,475700000,2013,
tt1454468,Gravity,WB,274100000.0,449100000,2013,100000000
tt0770828,Man of Steel,WB,291000000.0,377000000,2013,225000000
tt1981115,Thor: The Dark World,BV,206400000.0,438200000,2013,170000000
tt0481499,The Croods,Fox,187200000.0,400000000,2013,135000000
tt0816711,World War Z,Par.,202400000.0,337600000,2013,190000000
tt1623205,Oz The Great and Powerful,BV,234900000.0,258399999,2013,215000000
tt1408101,Star Trek Into Darkness,Par.,228800000.0,238600000,2013,190000000
tt1430132,The Wolverine,Fox,132600000.0,282300000,2013,120000000
tt1663662,Pacific Rim,WB,101800000.0,309200000,2013,190000000
tt0993846,The Wolf of Wall Street,Par.,116900000.0,275100000,2013,100000000
tt1583421,G.I. Joe: Retaliation,Par.,122500000.0,253200000,2013,130000000
tt1951261,The Hangover Part III,WB,112200000.0,249800000,2013,103000000
tt1343092,The Great Gatsby (2013),WB,144800000.0,208800000,2013,105000000
tt1670345,Now You See Me,LG/S,117700000.0,234000000,2013,75000000
tt2017020,The Smurfs 2,Sony,71000000.0,276500000,2013,105000000
tt1457767,The Conjuring,WB (NL),137400000.0,182100000,2013,20000000
tt1606378,A Good Day to Die Hard,Fox,67300000.0,237300000,2013,92000000
tt1483013,Oblivion,Uni.,89100000.0,197100000,2013,120000000
tt1535108,Elysium,TriS,93100000.0,193100000,2013,115000000
tt1860353,Turbo,Fox,83000000.0,199500000,2013,135000000
tt1985966,Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000,2013,78000000
tt1723121,We're the Millers,WB (NL),150400000.0,119600000,2013,37000000
tt0848537,Epic,Fox,107500000.0,160900000,2013,100000000
tt1210819,The Lone Ranger,BV,89300000.0,171200000,2013,215000000
tt1800241,American Hustle,Sony,150100000.0,101100000,2013,40000000
tt2191701,Grown Ups 2,Sony,133699999.0,113300000,2013,80000000
tt1815862,After Earth,Sony,60500000.0,183300000,2013,130000000
tt1691917,Planes,BV,90300000.0,149000000,2013,50000000
tt2404463,The Heat,Fox,159600000.0,70300000,2013,43000000
tt1428538,Hansel and Gretel: Witch Hunters,Par.,55700000.0,170600000,2013,50000000
tt1535109,Captain Phillips,Sony,107100000.0,111700000,2013,55000000
tt2334879,White House Down,Sony,73100000.0,132300000,2013,150000000
tt1854564,Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013,90000000
tt2459022,Lost in Thailand,WAMCR,57400.0,197700000,2013,
tt1351685,Jack the Giant Slayer,WB (NL),65200000.0,132500000,2013,195000000
tt0359950,The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013,90000000
tt2024544,12 Years a Slave,FoxS,56700000.0,131100000,2013,20000000
tt1327773,Lee Daniels' The Butler,Wein.,116600000.0,60000000,2013,30000000
tt2024432,Identity Thief,Uni.,134500000.0,39500000,2013,35000000
tt1229340,Anchorman 2: The Legend Continues,Par.,125200000.0,46300000,2013,50000000
tt2302755,Olympus Has Fallen,FD,98900000.0,71300000,2013,70000000
tt2226417,Insidious Chapter 2,FD,83600000.0,78300000,2013,5000000
tt1091191,Lone Survivor,Uni.,125100000.0,29700000,2013,40000000
tt3063516,Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000,2013,15000000
tt1335975,47 Ronin,Uni.,38400000.0,113400000,2013,175000000
tt1821694,Red 2,LG/S,53300000.0,94800000,2013,84000000
tt7958736,Mama,Uni.,71600000.0,74800000,2013,5000000
tt1211956,Escape Plan,LG/S,25100000.0,112200000,2013,
tt1204975,Last Vegas,CBS,63900000.0,70500000,2013,28000000
tt1272878,2 Guns,Uni.,75600000.0,56300000,2013,61000000
tt1762399,Walking with Dinosaurs,Fox,36100000.0,90500000,2013,80000000
tt1245492,This is the End,Sony,101500000.0,24600000,2013,32000000
tt1731141,Ender's Game,LG/S,61700000.0,63800000,2013,110000000
tt1392214,Prisoners,WB,61000000.0,61100000,2013,46000000
tt2140373,Saving Mr. Banks,BV,83300000.0,34600000,2013,35000000
tt1588173,Warm Bodies,LG/S,66400000.0,50600000,2013,35000000
tt0107290,Jurassic Park 3D,Uni.,45400000.0,71100000,2013,63000000
tt2992152,Personal Tailor,CL,376000.0,115800000,2013,
tt1621039,Free Birds,Rela.,55800000.0,54600000,2013,55000000
tt1321870,Gangster Squad,WB,46000000.0,59200000,2013,60000000
tt2431286,Philomena,Wein.,37700000.0,62400000,2013,12000000
tt2378281,Instructions Not Included,LGF,44500000.0,54600000,2013,
tt0296572,Riddick,Uni.,42000000.0,56300000,2013,105000000
tt1702439,Safe Haven,Rela.,71300000.0,26200000,2013,28000000
tt1288558,Evil Dead (2013),TriS,54200000.0,43300000,2013,17000000
tt2334873,Blue Jasmine,SPC,33400000.0,64099999,2013,
tt1538403,The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013,60000000
tt2234155,The Internship,Fox,44700000.0,48800000,2013,58000000
tt1979320,Rush (2013),Uni.,26900000.0,63300000,2013,38000000
tt2184339,The Purge,Uni.,64500000.0,24900000,2013,3000000
tt1833673,Dhoom 3,Yash,8000000.0,80000000,2013,
tt2194499,About Time,Uni.,15300000.0,71800000,2013,
tt1980209,Pain and Gain,Par.,49900000.0,36300000,2013,26000000
tt1939659,Carrie (2013),SGem,35300000.0,49500000,2013,30000000
tt2404311,The Family (2013),Rela.,36900000.0,41500000,2013,30000000
tt0795461,Scary Movie 5,W/Dim.,32000000.0,46400000,2013,20000000
tt0790736,R.I.P.D.,Uni.,33600000.0,44700000,2013,130000000
tt3043630,Tiny Times,CL,23500.0,77700000,2013,
tt0816442,The Book Thief,Fox,21500000.0,55100000,2013,
tt0765446,Escape From Planet Earth,Wein.,57000000.0,17600000,2013,40000000
tt1322269,August: Osage County,Wein.,37700000.0,36500000,2013,
tt2083355,The Best Man Holiday,Uni.,70500000.0,2300000,2013,17000000
tt2992146,Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000,2013,
tt2193215,The Counselor,Fox,17000000.0,54000000,2013,25000000
tt12971924,The Call,TriS,51900000.0,16700000,2013,
tt2515086,One Direction: This is Us,TriS,28900000.0,39700000,2013,10000000
tt1462900,The Grandmaster,Wein.,6600000.0,57500000,2013,
tt2053463,Side Effects (2013),ORF,32200000.0,31200000,2013,
tt1517260,The Host (2013),ORF,26600000.0,36700000,2013,40000000
tt2364841,Runner Runner,Fox,19300000.0,43400000,2013,30000000
tt1798188,From Up on Poppy Hill,GK,1000000.0,60000000,2013,
tt1650554,Kick-Ass 2,Uni.,28800000.0,32000000,2013,28000000
tt2243537,A Haunted House,ORF,40000000.0,20100000,2013,2500000
tt1559547,Beautiful Creatures (2013),WB,19500000.0,40600000,2013,60000000
tt1441951,Quartet,Wein.,18400000.0,41100000,2013,
tt0790636,Dallas Buyers Club,Focus,27300000.0,27900000,2013,5000000
tt3008014,The Face Reader,PM&E,516000.0,54100000,2013,
tt2609758,Tyler Perry's A Madea Christmas,LGF,52500000.0,853000,2013,
tt2070862,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000,2013,
tt2387559,Delivery Man,BV,30700000.0,19300000,2013,26000000
tt2357377,The Berlin File,CJ,665000.0,48300000,2013,
tt1549920,The Last Stand,LGF,12100000.0,36300000,2013,45000000
tt1711425,21 and Over,Rela.,25700000.0,22400000,2013,13000000
tt1798709,Her (2013),WB,25600000.0,21800000,2013,23000000
tt3086582,Tiny Times 2,CL,43800.0,47200000,2013,
tt1572315,Texas Chainsaw 3D,LGF,34300000.0,12900000,2013,
tt1931435,The Big Wedding,LGF,21800000.0,24700000,2013,35000000
tt1904996,Parker,FD,17600000.0,28600000,2013,35000000
tt1213663,The World's End,Focus,26000000.0,20100000,2013,20000000
tt1661382,Grudge Match,WB,29800000.0,15100000,2013,40000000
tt2312718,Homefront,ORF,20200000.0,22900000,2013,22000000
tt0882977,Snitch,LG/S,42900000.0,,2013,
tt2080374,Jobs,ORF,16100000.0,19800000,2013,30000000
