popularity,vote_count,id,genre_ids,title,vote_average,release_date
10.431,204,1382,"[35, 18]",Me and You and Everyone We Know,7.0,2005-06-17
10.429,317,55725,"[35, 18]",Win Win,6.9,2011-03-18
10.427,65,13470,"[18, 36, 37, 10770]",Bury My Heart at Wounded Knee,6.5,2007-05-27
10.427,164,11065,"[18, 10749, 53]",O,5.9,2001-08-31
10.426,138,346134,"[35, 18]",Miss Stevens,6.6,2016-03-12
10.422,119,441728,"[35, 10749]",Hampstead,6.0,2017-06-23
10.42,208,2260,[99],Capturing the Friedmans,7.4,2003-05-30
10.419,133,14397,"[80, 18, 27, 53]",Whisper,6.2,2007-11-27
10.417,113,35626,"[35, 27, 9648]",Return to Sleepaway Camp,5.7,2008-11-04
10.416,88,537406,"[10749, 35]",Love Jacked,6.2,2018-12-07
10.414,771,252512,"[35, 18, 9648]",While We're Young,5.9,2014-09-28
10.413,229,97690,[99],We Are Legion: The Story of the Hacktivists,7.2,2012-01-20
10.413,393,70821,[18],Cyberbully,6.3,2011-07-16
10.413,39,30844,"[18, 14, 10749]",Beauty and the Beast,4.7,2009-11-04
10.41,141,13074,[18],Resurrecting the Champ,6.2,2007-06-14
10.408,84,15017,"[35, 10749]",Blonde Ambition,4.4,2007-12-21
10.407,83,251321,[18],Aloft,5.6,2014-02-12
10.405,120,267793,"[53, 10749, 10770]",Petals on the Wind,6.1,2014-05-26
10.405,289,265010,"[27, 9648, 53]",The Canal,5.7,2014-10-10
10.405,364,118289,"[18, 10749]",Diana,5.6,2013-09-19
10.401,43,550022,"[10749, 10770]",Mingle All the Way,6.6,2018-12-01
10.401,289,9688,"[35, 18, 10749]",Melinda and Melinda,6.3,2004-10-29
10.399,105,67911,[35],Bucky Larson: Born to Be a Star,4.3,2011-09-09
10.397,126,14849,"[18, 14, 35]",Dead Like Me: Life After Death,6.0,2009-02-17
10.394,247,1619,"[28, 80, 18, 53]",The Way of the Gun,6.4,2000-09-08
10.392,183,458342,"[35, 18]",Private Life,6.9,2018-10-05
10.389,888,231,"[18, 53]",Syriana,6.4,2005-11-23
10.388,95,32790,"[18, 14, 10751]",The Good Witch,7.0,2008-01-19
10.388,118,13996,"[35, 18]",Bottle Shock,6.3,2008-08-06
10.387,175,158990,"[35, 80, 9648]",Wrong Cops,6.2,2013-12-18
10.387,134,54293,[99],Zeitgeist: Moving Forward,7.1,2011-01-15
10.385,347,291328,"[35, 18, 10749]",Rules Don't Apply,5.7,2016-11-23
10.383,63,52036,"[18, 10402]",The Company,5.4,2003-09-10
10.383,326,9074,"[28, 35, 80]",The Man,5.4,2005-09-08
10.382,272,175291,"[35, 80, 18]",Cheap Thrills,6.4,2013-03-08
10.382,85,21925,"[99, 18, 10402, 53]",Naqoyqatsi,6.4,2002-09-02
10.38,938,429203,"[35, 80, 18]",The Old Man & the Gun,6.4,2018-09-27
10.378,83,254023,"[18, 35]",The Humbling,5.4,2014-03-26
10.378,92,43642,"[18, 9648, 53]",Abandoned,5.0,2010-08-24
10.377,55,137563,"[99, 10402]",A Band Called Death,7.2,2013-06-27
10.377,90,43418,"[18, 36, 10752]",Beneath Hill 60,6.9,2010-04-15
10.376,1087,8952,"[35, 18, 10749]",I Love You Phillip Morris,6.4,2009-01-18
10.373,184,340611,[18],Indignation,6.3,2016-07-29
10.373,122,13508,[99],Who Killed the Electric Car?,7.4,2006-08-04
10.372,35,292795,"[16, 10751, 35]",Yellowbird,5.2,2014-11-06
10.37,105,310121,"[35, 18]",I'll See You in My Dreams,6.4,2015-05-15
10.37,71,2141,"[18, 10770]",James Dean,7.0,2001-08-04
10.367,968,340027,[18],Brain on Fire,7.1,2017-02-22
10.366,92,433419,"[53, 27]",The Hollow Child,6.5,2017-02-09
10.366,563,310133,[53],Cop Car,5.8,2015-08-07
10.365,41,323967,"[18, 35]",Walter,5.4,2015-03-13
10.364,66,279968,"[27, 9648, 53]",White Settlers,4.7,2014-09-05
10.362,357,474051,"[27, 53]",Calibre,6.5,2018-06-22
10.362,61,41275,"[35, 27, 878]",Python,4.3,2000-08-09
10.36,241,15671,[35],Picture This,5.6,2008-07-13
10.36,392,10067,"[35, 10751]",The Shaggy Dog,4.8,2006-03-09
10.359,254,9828,[53],Unknown,6.3,2006-11-03
10.357,194,429662,"[18, 36]",Viceroy's House,6.6,2017-03-03
10.357,122,376261,[99],Weiner,7.4,2016-05-20
10.357,148,58492,"[35, 99]",The Greatest Movie Ever Sold,6.5,2011-04-22
10.357,217,20483,"[28, 12, 10751]",Catch That Kid,5.6,2004-02-06
10.357,102,15544,[35],Extreme Movie,4.3,2008-12-05
10.356,135,342472,"[18, 10749]",1 Mile To You,6.6,2017-04-07
10.355,59,56929,"[18, 14, 878, 10751]",Elle: A Modern Cinderella Tale,5.2,2010-04-26
10.354,249,328595,[878],Parallels,6.1,2015-03-01
10.354,92,86820,"[18, 878]",4:44 Last Day on Earth,4.7,2011-09-07
10.353,107,19084,"[35, 10751]",Johnson Family Vacation,5.1,2004-04-07
10.352,55,391626,"[27, 9648, 53]",The Offering,4.0,2016-05-06
10.352,147,9262,"[28, 35, 10749]",My Mom's New Boyfriend,5.4,2008-04-30
10.351,179,9685,"[35, 18]",Igby Goes Down,6.6,2002-09-13
10.347,65,426410,"[99, 10402]",Score: A Film Music Documentary,7.5,2017-03-16
10.345,81,460492,[10402],One Love Manchester,8.5,2017-06-04
10.345,36,401410,"[27, 53, 12]",Prey,4.9,2019-07-18
10.344,44,270851,"[27, 53]",Blood Lake,4.5,2014-05-25
10.343,49,27202,[35],Pauly Shore Is Dead,4.3,2003-03-11
10.342,93,428446,"[12, 18, 53]",Walking Out,5.7,2017-01-21
10.342,46,80337,[99],These Amazing Shadows,7.6,2011-01-22
10.342,168,12172,[99],Encounters at the End of the World,7.4,2007-09-01
10.341,317,1990,"[80, 18, 9648]",Paranoid Park,6.6,2007-05-21
10.34,102,34843,[18],Hawking,7.3,2004-12-10
10.339,260,12590,"[27, 9648, 53]",Below,6.0,2002-08-11
10.338,85,448448,"[99, 36]",Get Me Roger Stone,7.1,2017-04-23
10.338,61,16611,"[27, 53]",Blackout,5.6,2008-05-28
10.337,63,534235,"[27, 53]",14 Cameras,5.2,2018-07-13
10.334,359,9687,[35],Keeping Mum,6.6,2005-12-02
10.333,200,10511,"[18, 10751]",In America,7.2,2003-10-31
10.333,83,1967,"[18, 10749]",Ask the Dust,5.3,2006-02-02
10.332,52,496274,"[28, 18]",The Thinning: New World Order,7.0,2018-10-17
10.331,83,381069,[35],Little Sister,6.3,2016-10-06
10.331,60,194121,[27],Dark Circles,4.9,2013-01-01
10.331,388,10569,"[35, 80]",Small Time Crooks,6.5,2000-05-19
10.326,52,400190,"[35, 10749, 10751, 10770]",Secret Summer,6.6,2016-04-02
10.326,969,9779,"[18, 35]",The Sisterhood of the Traveling Pants,6.5,2005-06-01
10.326,195,4351,"[80, 18, 9648, 53]",Bordertown,6.1,2007-02-15
10.324,39,493101,[99],Studio 54,6.5,2018-06-15
10.324,186,317198,"[10770, 12, 35]",Bad Hair Day,6.6,2015-05-12
10.324,157,121789,"[18, 53]",At Any Price,5.2,2012-08-30
10.322,54,412762,"[27, 53]",Happy Hunting,5.0,2017-09-22
10.32,202,10763,"[35, 18, 10749]",Dr. T & the Women,4.8,2000-09-13
10.319,66,132923,"[80, 53]","Guns, Girls and Gambling",5.2,2011-11-14
10.318,1074,10559,"[80, 18, 878, 53]",Frequency,7.2,2000-04-28
10.315,333,291272,[27],We Are Still Here,5.5,2015-06-05
10.314,267,332704,"[27, 53]",Backtrack,5.7,2015-07-25
10.314,268,228108,"[35, 18]",The Road Within,6.9,2014-10-24
10.314,105,12312,"[35, 10749, 10751, 18]",Joe Somebody,5.5,2001-12-21
10.313,110,28308,"[18, 9648, 53, 10749]",The Body,5.5,2001-04-13
10.312,59,92393,"[27, 878]",Tape 407,4.1,2012-04-27
10.311,84,11188,[28],Ring of the Nibelungs,6.6,2004-11-19
10.307,272,16899,"[35, 10749]",Easy Virtue,6.4,2008-01-01
10.307,134,15363,"[35, 18, 10749]",Something New,6.3,2006-01-29
10.307,356,4169,"[80, 18, 36, 53]",Breach,6.6,2007-02-12
10.301,98,17403,"[35, 18, 10749]",How to Deal,5.5,2003-07-18
10.299,159,14313,"[18, 10749]",Feast of Love,6.2,2007-09-28
10.299,264,10743,"[28, 35, 80, 9648, 53]",Confidence,6.3,2003-04-25
10.297,41,363484,"[10751, 10770]",Angel of Christmas,6.0,2015-11-29
10.297,112,11928,[18],Tetro,6.8,2009-06-11
10.296,113,444513,[35],Amy Schumer: The Leather Special,4.2,2017-03-06
10.296,250,10480,"[35, 80, 53]",Nurse Betty,6.0,2000-08-30
10.295,119,333377,[99],Requiem for the American Dream,7.7,2015-04-18
10.295,258,190469,"[28, 35, 80, 53]",Redirected,5.8,2014-01-10
10.295,88,1783,"[18, 10752]",To End All Wars,6.5,2001-09-02
10.292,120,13819,[18],Laurel Canyon,5.9,2003-03-07
10.291,65,19105,"[99, 10402]",Iron Maiden: Flight 666,8.0,2009-04-21
10.29,444,3603,"[35, 27]",Black Sheep,5.7,2006-09-09
10.289,98,159154,[99],We Steal Secrets: The Story of WikiLeaks,6.6,2013-05-24
10.288,279,152748,"[80, 18, 37, 10749]",Ain't Them Bodies Saints,6.2,2013-07-03
10.284,115,590164,"[27, 9648, 53]",Mercy Black,6.5,2019-03-31
10.28,330,9750,"[35, 80]",Balls of Fury,5.1,2007-08-29
10.279,58,227359,"[28, 80]",Force of Execution,4.9,2013-12-31
10.279,248,39053,"[35, 18, 10749]",Cyrus,5.9,2010-06-18
10.279,492,2359,[99],Sicko,7.4,2007-05-18
10.276,185,286538,"[18, 878, 53]",Bokeh,5.4,2017-03-24
10.276,102,1590,[18],Copying Beethoven,6.4,2006-09-10
10.274,35,558655,"[27, 53]",Flesh & Blood,6.0,2018-11-02
10.271,36,416251,"[35, 10749, 10770]",Christmas List,6.1,2016-11-25
10.271,119,347881,"[35, 18]",The Confirmation,6.3,2016-03-18
10.269,77,12645,"[18, 28, 53]",Inhale,6.0,2010-08-27
10.267,426,198185,[18],Million Dollar Arm,6.8,2014-05-09
10.266,47,464331,"[10751, 35]",Undercover Grandpa,5.8,2017-07-07
10.266,64,267800,"[35, 10749]",Sundown,5.8,2016-05-16
10.266,1020,9675,"[35, 18, 10749]",Sideways,7.1,2004-10-22
10.264,102,364690,[18],Natural Selection,5.4,2016-08-26
10.259,73,165567,"[18, 27, 53, 9648]",Static,5.4,2012-10-31
10.257,48,13569,"[18, 27, 53]",Thr3e,5.1,2006-12-01
10.255,238,339405,[18],Christine,6.7,2016-10-14
10.254,46,517764,"[27, 9648, 53]",The Farm,3.9,2019-04-19
10.254,76,505953,"[18, 12]",Storm Boy,7.2,2019-01-17
10.25,36,50765,"[28, 53, 878, 9648]",Ticking Clock,5.2,2011-01-04
10.248,112,422619,[18],Jonathan,6.0,2018-11-08
10.247,72,589116,[99],Antoine Griezmann: The Making of a Legend,7.3,2019-03-21
10.245,42,455034,"[80, 18, 9648, 10770]",A Bundle of Trouble: An Aurora Teagarden Mystery,6.7,2017-05-21
10.245,252,340684,"[18, 10749]",Those People,6.8,2015-05-16
10.245,51,24621,"[35, 10749]",Chasing Papi,6.9,2003-04-16
10.243,61,422469,[99],I Am Bolt,7.0,2016-11-28
10.243,45,363689,"[27, 9648, 53]",The Unspoken,4.2,2015-10-24
10.243,124,284284,"[18, 37]",The Keeping Room,5.6,2014-09-25
10.243,351,84306,"[10749, 35, 18]",Liberal Arts,6.4,2012-09-14
10.243,43,14505,[35],Bachelor Party Vegas,5.1,2006-04-25
10.242,97,258805,"[35, 14]",Bad Johnson,4.6,2014-05-02
10.242,225,6641,"[35, 10749]",Love and Other Disasters,5.8,2006-09-09
10.24,366,14292,"[18, 36]",Miracle,7.1,2004-02-06
10.239,134,59963,"[12, 18, 53]",Dark Tide,4.9,2012-03-28
10.235,386,112200,"[35, 18]",Thanks for Sharing,5.9,2013-09-19
10.234,129,14771,[35],The Onion Movie,6.3,2008-05-31
10.233,103,239562,"[35, 18]",The Single Moms Club,5.9,2014-03-14
10.233,180,17908,"[35, 18, 10751]",My Dog Skip,6.6,2000-01-14
10.232,145,505063,"[27, 9648, 878]",Await Further Instructions,5.3,2018-08-26
10.232,77,17202,"[35, 18]",Why Did I Get Married?,6.4,2007-10-12
10.229,149,281979,"[878, 10770]",Doctor Who: The Waters of Mars,8.0,2009-11-15
10.228,36,91979,"[18, 10751]",Will,6.8,2011-11-04
10.228,40,27834,"[35, 18, 878]",CQ,6.0,2001-05-12
10.227,289,11515,[18],Goya's Ghosts,6.6,2006-11-08
10.226,195,27569,[18],Extraordinary Measures,6.3,2010-01-21
10.225,127,433941,"[35, 12, 27, 14]",Dave Made a Maze,6.3,2017-08-18
10.223,58,426264,"[35, 18]",The Trip to Spain,6.5,2017-08-31
10.223,55,29919,[35],The Six Wives of Henry Lefay,5.4,2009-01-01
10.222,166,177221,"[18, 27]",The Battery,6.3,2012-10-13
10.222,463,133694,[18],Promised Land,6.2,2012-09-23
10.219,33,76340,"[28, 53, 878]",Metal Tornado,4.8,2011-07-22
10.214,103,39522,"[28, 12, 27, 878]",Mega Piranha,3.1,2010-04-10
10.21,105,369058,"[35, 18, 10749, 10770]",Merry Kissmas,6.2,2015-12-05
10.208,340,1809,"[35, 18, 10749]",The Rules of Attraction,6.3,2002-10-11
10.207,60,407172,"[10749, 35, 10770]",Summer Villa,6.6,2016-07-23
10.207,493,324807,"[80, 18, 9648, 53]",A Bigger Splash,6.2,2015-11-26
10.207,57,311181,"[35, 18, 10749, 10770]",A Novel Romance,6.0,2015-01-10
10.207,42,25833,[35],Eating Out: All You Can Eat,5.8,2009-10-09
10.207,348,9266,"[12, 18, 10749]",Blue Crush,5.9,2002-08-08
10.206,36,91356,[99],Comic-Con Episode IV: A Fan's Hope,6.9,2011-09-10
10.205,116,13094,"[35, 27]",Dance of the Dead,5.9,2008-10-14
10.203,114,404584,[27],From a House on Willow Street,4.9,2017-03-24
10.203,98,295315,"[35, 10749]",Sex Ed,5.3,2014-11-07
10.202,181,24589,"[16, 35, 10751]",Dug's Special Mission,6.8,2009-11-10
10.198,125,22640,"[35, 18]",Shrink,6.1,2009-07-24
10.196,355,11004,"[35, 18]",Wonder Boys,6.9,2000-02-22
10.195,357,192134,"[35, 80, 18]",Dom Hemingway,5.9,2013-11-15
10.195,82,14878,"[28, 27, 878, 53]",The Objective,5.4,2008-04-28
10.194,81,224815,"[27, 878, 53]",Skinwalker Ranch,5.2,2013-10-30
10.193,1153,152747,"[28, 12, 18]",All Is Lost,6.6,2013-08-23
10.19,1113,7270,"[35, 18, 80, 53]",Matchstick Men,7.0,2003-09-01
10.189,182,298583,"[35, 10749]",All Roads Lead to Rome,5.0,2016-01-14
10.189,50,84286,[99],How to Survive a Plague,7.2,2012-09-20
10.187,38,557800,[99],At the Heart of Gold: Inside the USA Gymnastics Scandal,7.4,2019-05-03
10.184,313,16643,"[35, 18, 10749]",Life or Something Like It,5.6,2002-04-24
10.183,110,427214,[18],The Happy Prince,6.6,2018-04-12
10.183,47,275619,"[28, 878, 53]",Age of Tomorrow,3.1,2014-06-10
10.183,115,15664,"[18, 53]",Right at Your Door,6.0,2006-01-23
10.183,108,14761,"[28, 99]",Cocaine Cowboys,7.4,2006-04-26
10.177,72,569485,[18],Skin,6.7,2018-08-18
10.177,150,80379,[35],Louis C.K.: Live at the Beacon Theater,7.9,2011-12-10
10.177,126,3511,"[18, 27, 53]",The Broken,5.5,2008-01-18
10.175,179,201749,"[35, 18]",Mr. Morgan's Last Love,6.8,2013-08-22
10.175,33,15542,"[28, 80, 53]",Stiletto,4.8,2008-04-29
10.175,65,15534,"[35, 18, 10749]",Griffin & Phoenix,6.7,2006-09-12
10.175,218,9953,[18],A Love Song for Bobby Long,6.9,2004-09-02
10.174,34,436401,"[9648, 10770]","Murder, She Baked: Just Desserts",7.3,2017-03-26
10.174,151,301334,"[18, 53]",Una,6.1,2017-03-30
10.173,47,116463,"[27, 878]",Arachnoquake,4.4,2012-06-23
10.173,52,77879,"[28, 18]",The Reunion,5.1,2011-10-21
10.173,116,18804,"[18, 10749, 10752]",Head in the Clouds,6.0,2004-04-29
10.172,305,381034,"[27, 53]",I Am Not a Serial Killer,6.2,2016-08-26
10.172,33,21954,[35],Sex Pot,4.5,2009-08-18
10.165,114,381237,"[28, 35, 27]",Office Uprising,5.3,2018-06-19
10.165,167,245859,"[35, 18, 10402]",God Help the Girl,6.7,2014-08-22
10.163,958,188166,"[80, 53]",Blue Ruin,6.8,2013-09-09
10.162,258,84204,"[878, 35, 53, 27, 9648]",Grabbers,6.1,2012-08-10
10.162,116,13173,[35],The Ten,5.1,2007-08-03
10.158,447,8669,"[35, 18]",Charlie Bartlett,6.7,2007-05-01
10.156,116,586451,"[35, 18, 9648]",Blow the Man Down,6.2,2019-04-26
10.156,97,17007,"[10751, 10770]",Call Me Claus,5.5,2001-12-03
10.156,196,9582,"[35, 10749]",A Guy Thing,5.6,2003-01-17
10.154,100,23056,"[16, 878, 10751]",Pinocchio 3000,4.3,2004-05-14
10.153,176,89455,"[18, 10749]",360,5.8,2011-09-09
10.152,71,489994,[99],Shirkers,7.6,2018-01-21
10.152,68,381325,"[27, 53]",The Exorcism of Anna Ecklund,3.5,2016-03-07
10.152,37,168027,[35],Freaky Deaky,5.0,2012-04-22
10.151,127,27588,"[18, 27, 10749]",Forget Me Not,5.2,2009-10-22
10.149,39,251783,"[18, 53]",Pleasure or Pain,4.7,2013-09-05
10.147,193,244268,[18],Love Is Strange,6.5,2014-02-07
10.147,85,15125,[878],Dante 01,4.9,2008-01-02
10.146,463,244772,[18],The Skeleton Twins,6.7,2014-09-12
10.144,257,13973,"[35, 18]",Choke,6.1,2008-09-26
10.143,59,550273,"[18, 27, 9648, 53]",Boo!,5.3,2019-02-28
10.139,49,474433,[99],Cuba and the Cameraman,7.5,2017-09-08
10.139,482,4515,"[28, 12, 18, 36]",Lions for Lambs,6.0,2007-10-22
10.138,100,16857,"[35, 18]",The Dangerous Lives of Altar Boys,6.7,2002-06-14
10.135,187,321769,[99],Deep Web,6.9,2015-03-15
10.135,74,82743,"[35, 27]",Inbred,5.5,2011-09-30
10.133,67,11304,[99],9/11,7.9,2002-03-10
10.132,433,302528,"[18, 53, 9648]",Remember,7.4,2015-10-23
10.132,168,16164,"[80, 18, 53]",Killshot,5.8,2008-11-13
10.131,88,449575,[878],The Beyond,5.1,2018-01-09
10.126,141,432789,"[10749, 35]",The Incredible Jessica James,6.2,2017-01-27
10.126,83,426257,[18],"Roxanne, Roxanne",5.9,2017-01-22
10.124,93,15184,"[35, 10749]",A Good Woman,6.0,2004-09-15
10.122,124,438446,"[80, 99]",Mommy Dead and Dearest,7.3,2017-03-11
10.122,68,28465,"[28, 12, 80, 53]",A Dangerous Man,5.2,2009-12-28
10.12,105,137333,"[878, 53]",Uncanny,6.3,2015-01-31
10.118,121,246400,"[99, 18, 10402]",20.000 Days on Earth,7.2,2014-07-05
10.118,113,98568,"[9648, 878, 53]",Enter Nowhere,6.4,2011-10-22
10.118,254,2771,"[35, 18]",American Splendor,7.2,2003-08-15
10.116,51,438455,[28],The Archer,5.4,2017-03-11
10.116,71,26518,[18],Old Joy,6.5,2007-07-25
10.115,363,49010,"[80, 28, 53]",Hobo with a Shotgun,5.8,2011-05-06
10.113,132,8618,"[35, 18]",The History Boys,6.8,2006-10-02
10.112,97,20604,"[99, 10402, 18]",Metal: A Headbanger's Journey,7.5,2005-09-14
10.111,39,42903,"[28, 27, 53]",Category 7: The End of the World,6.3,2005-11-06
10.111,96,13429,"[80, 18, 27, 53]",Donkey Punch,4.6,2008-07-18
10.111,123,12591,"[35, 14, 27]",Santa's Slay,5.3,2005-10-25
10.108,322,81390,"[28, 12, 80, 53]",A Lonely Place to Die,6.0,2011-04-09
10.107,675,113833,[18],The Normal Heart,7.9,2014-05-25
10.105,60,142308,[10751],Santa Paws 2: The Santa Pups,6.1,2012-11-20
10.104,442,238603,"[10751, 12, 878]",Earth to Echo,5.8,2014-06-14
10.104,99,25166,"[35, 80, 9648]",Drowning Mona,5.5,2000-03-03
10.103,56,24618,"[18, 10751]",Bee Season,5.3,2005-09-03
10.102,176,452068,[53],Drone,5.3,2017-05-26
10.102,81,180951,"[18, 10749]",Summer in February,5.5,2013-06-13
10.102,92,78461,[53],Beneath the Darkness,4.8,2012-01-06
10.102,198,5126,"[35, 18]",Martian Child,6.7,2007-11-02
10.101,65,18065,"[28, 35, 80]",Next Day Air,5.2,2009-02-06
10.1,195,11109,"[80, 18]",Vera Drake,7.2,2004-10-22
10.096,113,22492,"[99, 10402]",It Might Get Loud,7.1,2008-09-05
10.096,136,19905,[35],"The Goods: Live Hard, Sell Hard",5.4,2009-05-29
10.093,251,14846,"[35, 10749, 18]",Little Black Book,5.3,2004-08-06
10.092,269,160139,"[9648, 53, 10749]",Night Train to Lisbon,6.6,2013-03-07
10.092,83,27135,"[18, 27, 9648, 53]",Tell-Tale,5.4,2009-04-24
10.091,77,23173,"[35, 27]",Tormented,5.2,2009-05-22
10.09,52,259958,[18],Alex of Venice,6.1,2015-04-17
10.089,42,425507,[18],Crown Heights,6.8,2017-08-25
10.088,96,17577,"[28, 27, 878, 53]",The Devil's Tomb,4.2,2009-05-26
10.087,763,396398,"[35, 18]",The Meyerowitz Stories (New and Selected),6.4,2017-10-13
10.085,241,346681,[35],Wilson,5.8,2017-03-24
10.084,146,10296,[18],The Football Factory,6.4,2004-05-13
10.083,111,15069,"[80, 18, 27, 53]",WΔZ,5.4,2007-05-19
10.081,77,477331,[99],Long Shot,7.3,2017-09-03
10.08,59,377319,"[99, 10770]",Derren Brown: Pushed to the Edge,7.4,2016-01-12
10.08,52,10049,[28],Attack Force,4.0,2006-12-05
10.079,880,244264,"[35, 10749, 18]",Laggies,6.1,2014-09-25
10.077,121,277546,[18],The Runner,4.8,2015-08-07
10.075,71,19554,"[18, 10749]",Elvis & Anabelle,6.8,2007-03-10
10.072,61,29896,[27],Never Cry Werewolf,5.4,2008-05-11
10.071,272,11141,"[35, 10749]",Laws of Attraction,5.7,2004-04-04
10.068,129,13300,"[28, 53]",Hell Ride,5.5,2008-08-08
10.067,81,70608,"[16, 878, 10751]",Lego Star Wars: The Padawan Menace,6.3,2011-07-22
10.066,269,14125,"[80, 27, 53]",Captivity,4.8,2007-03-09
10.064,82,390520,[99],Team Foxcatcher,7.3,2016-04-18
10.063,98,17113,[18],The Ballad of Jack and Rose,6.3,2005-03-25
10.061,137,305091,[99],That Sugar Film,6.8,2014-07-31
10.061,91,62008,"[35, 18, 10749]",Good Deeds,6.4,2012-02-23
10.06,44,621949,[10402],Metallica & San Francisco Symphony: S&M2,9.0,2019-10-09
10.06,68,174678,"[27, 53, 18]",Mr. Jones,4.8,2013-05-02
10.055,80,260202,"[53, 18, 28, 9648]",Turks & Caicos,6.2,2014-03-20
10.054,145,36801,"[18, 35]",Cemetery Junction,6.6,2010-04-14
10.051,134,65034,"[18, 10770]",Too Big to Fail,7.0,2011-05-22
10.051,31,10252,"[28, 18]",Animal,5.9,2005-05-01
10.05,348,62630,"[28, 80, 18, 53, 10752]",The Devil's Double,6.7,2011-02-11
10.05,205,40016,"[27, 878]",Birdemic: Shock and Terror,2.2,2010-02-27
10.048,86,101176,"[27, 53]",The Butterfly Room,6.0,2012-08-04
10.047,70,72912,"[28, 53]",Carjacked,5.2,2011-11-22
10.047,96,19316,"[35, 10749]",Saving Face,7.2,2004-09-12
10.046,217,39356,"[35, 18]",Boy,7.4,2010-02-14
10.045,211,21583,"[35, 18, 10749]",Management,5.4,2009-02-08
10.042,440,93828,"[28, 12, 80]",Welcome to the Punch,5.8,2013-03-15
10.04,158,5956,"[18, 27, 53]",Joshua,5.8,2007-01-21
10.038,297,411019,[99],I Am Not Your Negro,7.9,2017-02-03
10.038,32,324538,"[9648, 53]",Damascus Cover,5.6,2018-07-20
10.035,417,11099,"[18, 9648, 878, 53]",The Final Cut,6.0,2004-10-15
10.033,156,57120,"[18, 37]",Meek's Cutoff,6.6,2010-09-05
10.033,104,45569,"[28, 53, 37]",Red Hill,6.0,2010-11-05
10.032,55,31047,"[80, 18, 53, 10770]",Jesse Stone: Night Passage,7.1,2006-01-15
10.032,374,23963,"[27, 9648, 878]",Pontypool,6.4,2009-03-06
10.028,156,12271,"[18, 36]",Factory Girl,6.1,2006-12-29
10.026,117,396292,[35],Ali Wong: Baby Cobra,7.4,2016-05-06
10.026,194,328901,[18],The Benefactor,4.9,2015-04-17
10.024,38,26334,"[27, 53]",Run! Bitch Run!,4.3,2009-01-01
10.021,551,119675,"[18, 10749]",Behind the Candelabra,6.7,2013-05-26
10.02,37,31170,"[12, 16, 35, 14, 10751]",Casper's Scare School,4.8,2006-10-20
10.02,326,18032,"[12, 18, 14, 878, 10749, 10751]",The Secret of Moonacre,6.5,2008-09-06
10.019,736,10360,"[18, 36]",Hunger,7.3,2008-05-15
10.013,386,8053,"[12, 80, 18, 9648, 37]",The Three Burials of Melquiades Estrada,7.1,2005-11-17
10.012,46,41371,[35],#1 Cheerleader Camp,3.8,2010-07-27
10.012,482,10362,"[18, 10749]",Two Lovers,6.8,2008-11-19
10.011,347,9785,"[80, 18, 14, 9648, 878, 53]",The Invisible,6.3,2007-04-27
10.009,66,566949,"[27, 53, 10770]",Pooka!,6.0,2018-12-07
10.009,38,16268,"[28, 878, 12]",War of the Worlds 2: The Next Wave,4.0,2008-02-01
10.009,84,13525,"[35, 18, 10749]",Suburban Girl,5.3,2007-04-27
10.008,31,273671,"[35, 18, 10402, 10770]",Christmas Crush,4.8,2012-11-17
10.006,75,348811,"[28, 10752]",War Pigs,5.0,2015-08-03
10.006,174,174188,"[35, 14, 27]",Rapture-Palooza,5.1,2013-06-07
10.001,277,10862,"[18, 10749]",Bounce,5.7,2000-11-15
9.998,41,393561,[99],Risk,6.9,2017-05-05
9.998,66,122369,"[27, 53]",13 Eerie,4.5,2013-03-29
9.998,52,37059,"[28, 878]",2012: Supernova,4.0,2009-10-27
9.996,95,12770,"[28, 35, 18]",Stealing Harvard,4.9,2002-09-13
9.994,90,201066,"[35, 18]",Goodbye World,5.4,2013-06-15
9.994,45,32128,"[28, 53, 10770]",Category 6: Day of Destruction,6.4,2004-11-14
9.994,176,14138,"[12, 18, 27]",Black Water,5.7,2007-06-01
9.992,39,407627,"[28, 12, 27, 878, 10770]",Ice Sharks,4.3,2016-07-26
9.992,224,284537,"[35, 18]",Welcome to Me,5.9,2014-09-05
9.99,110,249923,[35],Someone Marry Barry,5.7,2014-02-07
9.989,83,403368,"[27, 9648, 53]",Havenhurst,5.1,2016-08-22
9.988,45,11403,"[18, 10749]",The River Why,5.6,2010-04-09
9.987,66,17027,[53],Shuttle,5.5,2008-03-08
9.986,39,565307,[18],Clemency,6.9,2019-12-27
9.985,160,84305,"[18, 35]",Lay the Favorite,5.3,2012-06-22
9.984,60,127853,"[99, 10402]",Artifact,7.7,2012-09-14
9.983,356,8880,"[18, 36, 10752]",Che: Part Two,6.7,2008-05-21
9.982,309,10758,"[35, 10749]",Waitress,6.8,2007-05-25
9.982,555,2171,[35],Wet Hot American Summer,6.3,2001-07-27
9.981,87,60089,"[35, 10751]",Best Player,5.8,2011-03-12
9.981,93,17287,"[35, 27]",Poultrygeist: Night of the Chicken Dead,6.1,2006-12-26
9.978,83,373472,[99],Holy Hell,6.8,2016-01-25
9.978,34,290336,"[28, 80, 18, 53]",Montana,6.4,2014-10-05
9.978,60,16250,"[10770, 37]",Love Comes Softly,6.4,2003-04-13
9.974,151,36269,"[35, 10751]",Winning London,5.8,2001-03-27
