popularity,vote_count,id,genre_ids,title,vote_average,release_date
18.828,3466,224141,"[14, 35]",Into the Woods,5.8,2014-12-24
18.815,96,602198,"[18, 9648]",Saving Zoë,5.9,2019-07-12
18.811,66,570352,"[18, 9648]",Agatha and the Truth of Murder,6.1,2018-12-23
18.804,440,338676,"[18, 27, 878]",Extinction,6.0,2015-08-07
18.799,82,461054,"[16, 35, 9648, 10751]",LEGO Scooby-Doo! Blowout Beach Bash,7.1,2017-07-11
18.799,897,32985,"[28, 12, 14]",Solomon Kane,5.9,2009-09-16
18.799,980,8836,"[18, 9648, 878, 53]",The X Files: I Want to Believe,5.6,2008-07-24
18.795,4348,31011,"[878, 18, 10749, 14]",Mr. Nobody,7.9,2009-11-06
18.787,140,412519,"[18, 10751, 10402, 10749]",Honey 3: Dare to Dance,6.4,2016-11-30
18.783,185,538225,"[37, 10770]",Deadwood: The Movie,6.7,2019-05-31
18.779,98,502166,[99],Take Your Pills,6.7,2018-03-09
18.779,957,433251,[35],Naked,5.8,2017-08-11
18.776,1050,42684,"[878, 28]",Skyline,4.9,2010-11-11
18.775,62,513736,"[16, 10751, 28]",LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,6.7,2018-07-23
18.775,367,79316,[27],Devil's Due,4.6,2014-01-08
18.771,563,76487,"[27, 53]",The Devil Inside,4.8,2012-01-06
18.754,273,13497,"[18, 10749, 35, 10402]",Drumline,6.7,2002-12-13
18.751,635,25769,"[28, 18, 27, 878, 53]",Carriers,5.8,2009-09-04
18.748,618,24122,"[35, 10749]",The Rebound,6.4,2009-09-16
18.745,266,28510,"[28, 12, 878, 53]",Universal Soldier: Regeneration,5.6,2009-10-01
18.742,2077,82633,"[80, 18, 37]",Lawless,7.0,2012-08-29
18.737,399,263341,"[28, 12, 18]","Crouching Tiger, Hidden Dragon: Sword of Destiny",6.0,2016-02-18
18.734,280,83201,"[12, 16, 35, 10751]",Puss in Boots: The Three Diablos,6.5,2012-02-07
18.731,4128,7345,[18],There Will Be Blood,8.1,2007-12-28
18.73,2657,77877,"[18, 10749]",The Lucky One,7.0,2012-04-19
18.725,2424,2832,"[9648, 53]",Identity,7.2,2003-04-25
18.724,768,244761,"[80, 18, 53]",The Captive,5.9,2014-08-09
18.718,59,347111,"[28, 878]",Scorched Earth,5.5,2018-02-02
18.717,386,13486,"[28, 12, 14, 878]",The Scorpion King 2: Rise of a Warrior,4.5,2008-07-19
18.704,134,327833,"[28, 18, 53]",Skin Trade,6.0,2014-11-07
18.703,2522,353616,"[35, 10402]",Pitch Perfect 3,6.6,2017-12-20
18.703,1569,3563,"[35, 10749]",I Now Pronounce You Chuck & Larry,6.0,2007-07-12
18.701,983,463053,"[35, 10749]",Ibiza,5.8,2018-05-25
18.7,954,11683,"[27, 878]",Land of the Dead,6.2,2005-06-24
18.683,903,16290,"[28, 35, 99]",Jackass 3D,6.5,2010-10-15
18.668,1407,6282,"[35, 18, 10402, 10749]",Coyote Ugly,6.2,2000-07-30
18.663,4017,7446,"[28, 35, 12, 10752]",Tropic Thunder,6.6,2008-08-09
18.658,2244,119283,"[28, 80]",Parker,5.9,2013-01-23
18.657,56,440777,[28],Female Fight Squad,6.7,2017-03-16
18.652,266,529862,"[35, 18]",Brittany Runs a Marathon,6.7,2019-08-23
18.648,229,6440,"[18, 10749]",The Shipping News,6.4,2001-12-18
18.648,1188,2655,"[18, 27, 9648, 53]",What Lies Beneath,6.4,2000-07-21
18.646,1207,1677,"[18, 10402]",Ray,7.4,2004-10-29
18.629,1529,146198,"[28, 53, 9648]",Triple 9,5.9,2016-02-19
18.622,95,439059,"[16, 35, 10770]",Rocko's Modern Life: Static Cling,6.6,2019-07-24
18.619,4311,87502,[18],Flight,6.7,2012-11-02
18.615,32,339060,"[18, 36, 9648, 53, 10751]",The Cokeville Miracle,5.1,2015-06-05
18.606,2122,68730,"[18, 36]",Silence,7.1,2016-12-22
18.602,573,418879,"[18, 36]",The Current War,6.7,2019-07-18
18.602,217,78049,"[28, 12, 18, 14]",The Scorpion King 3: Battle for Redemption,4.5,2012-01-17
18.582,338,534259,"[35, 18]",Blinded by the Light,7.0,2019-08-09
18.579,379,22855,"[16, 28, 12, 10751]",Superman/Batman: Public Enemies,6.9,2009-09-29
18.57,2597,11619,"[12, 16, 35, 10751]",Flushed Away,6.2,2006-10-22
18.568,3106,7299,"[28, 878, 53]",Equilibrium,7.0,2002-12-06
18.567,133,75735,"[28, 27, 878]",Zombie Apocalypse,5.5,2011-10-29
18.561,656,13767,"[35, 10751, 12]",The Santa Clause 3: The Escape Clause,5.3,2006-11-01
18.556,175,12700,"[27, 53]",Dominion: Prequel to the Exorcist,5.2,2005-05-20
18.556,1833,7484,"[12, 16, 35, 10751]",Open Season,6.1,2006-09-29
18.555,1013,9920,"[28, 878, 53]",Ultraviolet,5.1,2006-03-03
18.549,43,431562,"[16, 10751]",LEGO Frozen Northern Lights,7.3,2016-07-05
18.543,2677,71,"[35, 18, 10402]",Billy Elliot,7.6,2000-05-18
18.541,565,15648,"[35, 18, 10751, 10749]",The Perfect Man,6.0,2005-06-17
18.54,1688,41436,"[27, 53]",Paranormal Activity 2,5.8,2010-10-20
18.53,2758,866,[18],Finding Neverland,7.3,2004-10-17
18.529,177,25472,"[16, 10751]",Merry Madagascar,6.3,2009-11-16
18.522,138,297961,"[80, 9648, 53]",Big Driver,5.8,2014-10-18
18.511,956,9667,"[53, 9648, 18]",The Jacket,6.9,2005-03-04
18.51,1066,64328,"[35, 10402, 10751]",The Muppets,6.6,2011-11-22
18.509,652,394741,"[35, 18]",Stan & Ollie,7.0,2018-12-28
18.503,652,282813,[27],The Pyramid,5.0,2014-12-04
18.503,126,44037,"[28, 27, 878, 53]",Lake Placid 3,5.1,2010-08-21
18.501,614,449755,"[10749, 18]",Christmas Inheritance,6.5,2017-12-15
18.49,260,335791,"[9648, 18, 27]",When the Bough Breaks,5.7,2016-09-09
18.486,2153,158011,"[80, 53]",The Call,6.7,2013-03-14
18.486,61,84228,[27],Julia X,4.9,2011-09-24
18.481,940,353326,[18],The Man Who Knew Infinity,7.1,2016-04-08
18.481,2470,2253,"[18, 53, 36, 10752]",Valkyrie,6.9,2008-12-25
18.475,45,617768,[18],The Song of Names,6.5,2019-12-25
18.456,1408,45772,"[16, 10751]",Gnomeo & Juliet,5.8,2011-01-13
18.456,3923,17578,"[12, 16, 9648]",The Adventures of Tintin,6.8,2011-10-25
18.454,62,324963,"[16, 14, 10751]",Monster High: Haunted,6.8,2015-03-02
18.44,1389,48231,"[18, 53]",A Dangerous Method,6.3,2011-09-30
18.439,3197,10315,"[12, 16, 35, 10751]",Fantastic Mr. Fox,7.7,2009-10-23
18.434,1764,171274,"[35, 10749, 80, 18, 9648]",Inherent Vice,6.6,2014-12-25
18.426,164,321494,[28],The Man with the Iron Fists 2,5.6,2015-03-10
18.424,149,460790,"[28, 16, 878]",Starship Troopers: Traitor of Mars,5.6,2017-08-21
18.422,3324,203833,[18],The Book Thief,7.5,2013-11-08
18.412,1199,16690,"[12, 14, 16, 10751]",Return to Never Land,6.2,2002-02-14
18.409,1305,8452,"[9648, 878, 28]",The 6th Day,5.9,2000-11-17
18.408,54,532327,"[35, 10770]",How High 2,6.4,2019-04-16
18.396,1443,23023,"[35, 10751, 14]",Tooth Fairy,5.5,2010-01-14
18.393,2716,1495,"[18, 28, 12, 36, 10752]",Kingdom of Heaven,6.8,2005-05-03
18.389,2644,296099,[35],Vacation,6.3,2015-07-28
18.386,1584,68727,"[80, 18, 9648, 53]",Trance,6.6,2013-03-27
18.384,233,27,"[18, 10402, 10749]",9 Songs,5.1,2004-05-16
18.38,258,24100,"[12, 35, 14, 10751]",The Little Vampire,6.5,2000-10-27
18.376,227,184341,[18],Hands of Stone,6.2,2016-08-26
18.376,1723,786,"[18, 10402]",Almost Famous,7.5,2000-09-15
18.374,1652,37821,"[28, 35, 53, 10749]",Killers,5.9,2010-06-04
18.373,8361,76203,"[18, 36]",12 Years a Slave,8.0,2013-10-18
18.369,177,384737,"[28, 80, 53]",Precious Cargo,5.1,2016-07-15
18.367,35,499088,"[35, 10751, 16, 12]",Maya the Bee: The Honey Games,6.9,2018-02-02
18.36,1496,6278,"[12, 28, 14]",Reign of Fire,6.1,2002-07-12
18.359,2090,137094,"[28, 18, 53]",Jack Ryan: Shadow Recruit,6.1,2014-01-15
18.354,3752,11774,"[12, 35, 10751]",Lemony Snicket's A Series of Unfortunate Events,6.8,2004-12-16
18.347,1227,9778,"[35, 18, 10749]",Serendipity,6.8,2001-10-05
18.344,674,396461,"[80, 18, 9648]",Under the Silver Lake,6.4,2018-06-21
18.34,6857,264644,"[18, 53]",Room,8.1,2015-10-16
18.338,1985,239571,"[18, 10749]",The Best of Me,7.4,2014-10-15
18.337,1634,9408,"[16, 35, 10751]",Surf's Up,6.2,2007-06-08
18.328,5756,187,"[28, 53, 80]",Sin City,7.4,2005-04-01
18.29,86,421313,[28],Eliminators,5.9,2016-12-01
18.283,63,437291,[28],Savage Dog,5.2,2017-08-04
18.279,189,14611,"[12, 16, 28, 878]",Ultimate Avengers 2,6.6,2006-08-08
18.277,411,184098,"[35, 10749]",Think Like a Man Too,6.5,2014-06-20
18.273,1279,31867,"[28, 878, 53, 80]",Repo Men,6.3,2010-03-18
18.272,678,227783,"[16, 35, 10751, 12]",The Nut Job,5.7,2014-01-17
18.261,322,485415,"[28, 27]",Day of the Dead: Bloodline,4.1,2017-12-29
18.259,388,359412,"[28, 80, 53]",Marauders,5.8,2016-07-01
18.259,445,13025,[27],Diary of the Dead,5.5,2007-09-08
18.257,2986,1830,"[80, 18, 53]",Lord of War,7.2,2005-09-16
18.248,1404,10147,"[35, 80, 18]",Bad Santa,6.5,2003-11-26
18.247,2777,4964,"[35, 18, 10749]",Knocked Up,6.2,2007-06-01
18.244,4814,82654,"[27, 35, 10749]",Warm Bodies,6.4,2013-01-31
18.241,875,513576,"[10749, 35]",Always Be My Maybe,6.7,2019-05-31
18.236,432,340677,"[80, 18, 53]",I.T.,5.4,2016-09-09
18.222,6091,107,"[80, 35]",Snatch,7.8,2000-09-01
18.221,369,241254,"[53, 28]",The Prince,4.8,2014-08-22
18.22,168,17455,"[27, 9648, 53]",Hellraiser: Deader,4.6,2005-06-07
18.217,84,427564,"[16, 35, 9648, 37, 10751]",Scooby-Doo! Shaggy's Showdown,7.5,2017-02-14
18.21,270,122857,"[28, 878, 53]",Universal Soldier: Day of Reckoning,5.5,2012-10-04
18.209,1633,80035,"[28, 35, 9648, 878]",The Watch,5.5,2012-07-26
18.204,1271,10590,"[28, 36, 10752]",We Were Soldiers,7.0,2002-03-01
18.199,646,8978,[53],Assault on Precinct 13,6.1,2005-01-19
18.197,404,277355,"[28, 53]",Everly,5.4,2014-09-20
18.19,598,82650,"[35, 10751]",Diary of a Wimpy Kid: Dog Days,6.2,2012-08-02
18.188,1599,9007,"[35, 18, 14, 10749]",Just Like Heaven,6.9,2005-09-16
18.185,934,293768,"[18, 53]",Kidnap,6.1,2017-06-16
18.174,3013,11322,"[80, 18, 36]",Public Enemies,6.6,2009-07-01
18.167,58,286548,[28],TEKKEN: Kazuya's Revenge,4.2,2014-08-12
18.166,601,339380,"[18, 36]",On the Basis of Sex,7.3,2018-12-25
18.165,548,2057,[53],Original Sin,6.0,2001-05-08
18.165,4186,1597,"[35, 10749]",Meet the Parents,6.7,2000-10-06
18.164,1198,38778,[35],Dinner for Schmucks,5.6,2010-07-30
18.163,395,384798,"[28, 27, 878]",Kill Command,5.5,2016-05-13
18.162,2041,20048,"[35, 10749]",Confessions of a Shopaholic,6.4,2009-02-05
18.161,293,430354,"[28, 53]",Bushwick,5.1,2017-07-30
18.159,2272,74643,"[35, 18, 10749]",The Artist,7.4,2011-10-08
18.149,526,175574,"[16, 35, 10751]",Free Birds,5.9,2013-10-30
18.143,994,4349,"[53, 28, 18]",The Kingdom,6.6,2007-08-22
18.141,84,442056,"[12, 16, 35, 14, 27, 878, 10751]",The Little Vampire 3D,6.4,2017-10-04
18.139,3607,2567,[18],The Aviator,7.2,2004-12-17
18.138,5097,587,"[12, 14, 18]",Big Fish,7.8,2003-12-25
18.135,500,290637,"[14, 27, 9648, 53]",Pay the Ghost,5.3,2015-09-16
18.133,871,2251,[53],Unfaithful,6.5,2002-05-10
18.128,537,19840,"[35, 10749]","I Love You, Beth Cooper",5.7,2009-07-10
18.126,581,11637,"[12, 35, 10749, 10751]",Are We There Yet?,5.4,2005-01-20
18.123,1904,1904,"[18, 10749, 36]",Memoirs of a Geisha,7.6,2005-12-06
18.112,2212,10521,"[35, 10749]",Bride Wars,6.2,2009-01-09
18.108,3258,298312,"[27, 53, 9648]",The Visit,6.2,2015-09-10
18.108,2307,23631,"[28, 35, 53]",Machete,6.3,2010-09-01
18.106,44,442094,"[28, 53, 10752]",Check Point,6.4,2017-03-07
18.1,9844,274870,"[18, 10749, 878]",Passengers,6.9,2016-12-21
18.098,369,82657,"[27, 9648, 53]",Flight 7500,4.6,2014-05-16
18.093,1625,59860,"[12, 35, 10749]",Monte Carlo,6.5,2011-07-01
18.089,2962,136795,"[28, 35, 80]",The Heat,6.6,2013-06-27
18.083,2325,1966,"[10752, 36, 28, 12, 18, 10749]",Alexander,5.9,2004-11-21
18.074,307,43641,"[28, 16, 14, 878]",Superman/Shazam!: The Return of Black Adam,7.4,2010-11-09
18.073,2113,261392,"[28, 35]",American Ultra,6.1,2015-08-19
18.069,252,302429,"[16, 14, 10402, 10751]",Strange Magic,6.8,2015-01-23
18.063,336,10304,"[12, 27, 28, 878]",Starship Troopers 2: Hero of the Federation,4.0,2004-04-20
18.06,671,806,[27],The Omen,5.5,2006-06-06
18.058,596,21385,"[12, 16, 35, 10751]","Mickey, Donald, Goofy: The Three Musketeers",6.6,2004-08-04
18.057,395,13401,"[35, 10749]",The Accidental Husband,5.5,2008-02-29
18.051,267,76122,"[12, 14, 878, 28]",Marvel One-Shot: The Consultant,6.5,2011-09-12
18.049,567,104755,"[27, 53]",The Lords of Salem,5.4,2012-09-10
18.039,1237,19585,"[28, 12, 35, 14, 10751]",G-Force,5.3,2009-07-21
18.038,2413,16320,"[878, 28, 12, 53]",Serenity,7.4,2005-09-03
18.031,482,446101,"[35, 27, 53]",Assassination Nation,6.3,2018-09-21
18.029,2769,397837,"[18, 9648, 53, 14]",Before I Fall,7.0,2017-03-02
18.019,274,513409,"[18, 9648, 53, 10749]",Earthquake Bird,5.9,2019-11-01
18.018,277,17532,"[80, 9648, 878, 53]",S. Darko,3.9,2009-04-28
18.008,252,13078,[18],The Babysitters,5.9,2007-09-11
18.006,86,510298,"[18, 53]",Seberg,5.9,2019-12-13
18.005,377,15653,"[16, 10751, 35]",An Extremely Goofy Movie,6.2,2000-02-28
18.0,116,436459,"[35, 18]",Almost Friends,6.0,2017-11-17
17.998,624,9754,[53],Firewall,5.8,2006-02-08
17.984,138,30431,"[18, 36]",Creation,6.4,2009-09-25
17.982,51,504599,"[80, 18]",Donnybrook,5.2,2019-02-15
17.981,225,19556,"[35, 10749]",Miss March,5.5,2009-03-13
17.975,987,521935,"[53, 9648, 27]",Cam,5.8,2018-10-01
17.965,2713,3981,"[35, 10749]",What Women Want,6.4,2000-12-15
17.963,1372,12620,"[35, 10749]",The House Bunny,5.6,2008-08-22
17.961,199,13190,"[16, 27, 878, 53]",Dead Space: Downfall,6.1,2008-10-27
17.96,1182,9620,"[28, 12, 9648, 878, 53]",Paycheck,6.1,2003-12-25
17.959,583,411728,"[18, 36, 9648, 53]",The Professor and the Madman,7.3,2019-03-07
17.958,2434,11665,"[28, 35, 53]",Get Smart,6.2,2008-06-19
17.947,173,919,"[16, 35, 14, 27, 878, 53]",Blood: The Last Vampire,6.6,2000-11-18
17.941,157,105965,"[10751, 35]",Beverly Hills Chihuahua 3 - Viva La Fiesta!,6.3,2012-09-03
17.936,878,8965,"[14, 16, 878, 10751, 28]",Atlantis: Milo's Return,5.8,2003-02-25
17.931,280,50022,"[35, 80, 9648]",Super Troopers 2,5.8,2018-04-19
17.929,237,14624,"[18, 10749, 10751]",The Ultimate Gift,7.6,2007-03-09
17.929,2170,818,"[35, 80, 878]",Austin Powers in Goldmember,6.0,2002-07-26
17.924,1448,37707,"[27, 878, 53]",Splice,5.7,2009-10-06
17.923,35,33645,[28],Megalodon,4.3,2004-02-01
17.918,38,192911,"[16, 14]",Monster High: Scaris City of Frights,6.9,2013-03-03
17.91,3330,1581,"[35, 10749]",The Holiday,7.0,2006-12-08
17.907,1331,19899,"[35, 10749]",Couples Retreat,5.5,2009-09-19
17.903,2296,58233,"[28, 12, 35, 80, 53]",Johnny English Reborn,6.2,2011-09-15
17.89,1486,397422,"[18, 35]",Rough Night,5.7,2017-06-15
17.888,1974,9889,"[35, 10749]",Shallow Hal,6.1,2001-11-01
17.884,692,60307,"[10751, 35]",Diary of a Wimpy Kid: Rodrick Rules,6.5,2011-03-25
17.883,3977,83666,"[35, 18, 10749]",Moonrise Kingdom,7.7,2012-05-24
17.883,1692,8584,"[28, 12, 35, 37]",Shanghai Noon,6.3,2000-05-26
17.882,524,242310,"[28, 80, 53]",Rage,5.2,2014-05-09
17.882,1718,10316,[18],The Ides of March,6.7,2011-09-24
17.862,463,472424,"[99, 10402]",Gaga: Five Foot Two,7.6,2017-09-08
17.857,374,12142,"[28, 14, 27, 53]",Alone in the Dark,3.2,2005-01-28
17.855,196,489064,[27],3 from Hell,5.9,2019-09-16
17.855,82,329289,[27],Always Watching: A Marble Hornets Story,4.9,2015-04-07
17.854,273,466081,"[80, 18, 53]",The Informer,6.5,2019-08-30
17.845,277,12212,"[27, 9648, 53]",Urban Legends: Final Cut,4.7,2000-09-22
17.844,341,39486,[18],Secretariat,7.3,2010-08-20
17.839,3307,10865,"[12, 16, 878, 10751]",Atlantis: The Lost Empire,6.9,2001-06-02
17.836,634,11045,"[28, 35, 80, 53]",Taxi,5.3,2004-10-06
17.834,296,30675,"[16, 28, 878]",Planet Hulk,6.9,2010-02-02
17.83,138,529983,"[80, 53]",The Poison Rose,4.3,2019-05-23
17.829,302,429202,"[18, 10402]",Vox Lux,5.9,2018-09-07
17.822,610,2122,"[35, 80, 53]",The Whole Ten Yards,5.7,2004-04-07
17.817,448,791,"[27, 53]",The Fog,4.2,2005-10-14
17.814,266,85373,"[18, 10749, 10402]",StreetDance 2,5.9,2012-03-30
17.814,1400,16866,"[878, 10751, 35, 12, 16]",Planet 51,5.8,2009-11-19
17.811,2546,10719,"[35, 10751, 14]",Elf,6.6,2003-10-09
17.808,1781,2044,"[10749, 18, 9648]",The Lake House,6.8,2006-06-16
17.807,110,480100,[27],Nightmare Cinema,5.9,2019-06-21
17.8,1730,533,"[12, 16, 35, 10751]",Wallace & Gromit: The Curse of the Were-Rabbit,6.9,2005-09-04
17.798,255,565716,[99],American Factory,7.3,2019-08-21
17.796,1229,47327,"[28, 80, 14, 53]",Drive Angry,5.4,2011-02-24
17.795,948,1777,[99],Fahrenheit 9/11,7.1,2004-06-25
17.794,901,402529,"[18, 10402]",All Eyez on Me,6.6,2017-06-12
17.79,74,396330,"[28, 12, 16, 10751]",LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,7.1,2016-06-21
17.786,58,260234,"[16, 14, 10751]","Monster High: Frights, Camera, Action!",6.5,2014-03-25
17.783,3150,302401,"[18, 36, 80, 53]",Snowden,7.1,2016-09-15
17.777,73,45781,[35],Hole in One,4.1,2009-09-12
17.774,236,308529,"[28, 18]",Kickboxer: Vengeance,4.7,2016-07-14
17.768,691,1273,"[12, 16, 35, 10751]",TMNT,6.0,2007-03-23
17.765,4607,257211,[35],The Intern,7.2,2015-09-24
17.759,1487,286554,"[10749, 35]",Two Night Stand,6.5,2014-09-26
17.758,363,15655,"[16, 10751, 35]",The Tigger Movie,6.4,2000-02-11
17.757,201,377587,"[35, 27]",Meet the Blacks,4.8,2016-04-01
17.754,253,385360,"[18, 53]",Billionaire Boys Club,5.5,2018-07-19
17.75,2278,303858,"[53, 18]",Money Monster,6.5,2016-05-12
17.735,144,227707,"[12, 14, 10751]",The Adventurer: The Curse of the Midas Box,5.5,2013-12-05
17.723,655,525041,"[35, 10749]",A Christmas Prince: The Royal Wedding,6.5,2018-11-30
17.716,3633,227156,"[18, 878]",The Giver,6.5,2014-08-11
17.707,752,14435,"[27, 9648]",My Bloody Valentine,5.5,2009-01-16
17.706,934,18736,"[10751, 35]",The Lizzie McGuire Movie,6.3,2003-05-02
17.704,1934,58244,"[18, 14, 878, 10749]",Upside Down,6.2,2012-09-27
17.703,141,576040,"[28, 35, 10751]",Malibu Rescue,6.4,2019-05-13
17.7,1268,26505,"[12, 16, 14, 10751]",Arthur and the Revenge of Maltazard,5.7,2009-11-26
17.686,817,12403,"[12, 9648, 53]",A Perfect Getaway,6.3,2009-06-08
17.682,4445,508,"[35, 10749, 18]",Love Actually,7.1,2003-09-07
17.68,2224,157386,"[35, 18, 10749]",The Spectacular Now,6.6,2013-08-02
17.67,1257,511785,"[35, 18]",Alex Strangelove,6.6,2018-04-16
17.661,90,601169,"[99, 10402]",Chasing Happiness,8.2,2019-06-04
17.659,2563,62764,"[12, 35, 18, 10751, 14]",Mirror Mirror,5.9,2012-03-15
17.652,1702,14560,"[28, 12, 35, 10751]",Paul Blart: Mall Cop,5.3,2009-01-15
17.648,586,2313,"[35, 18, 10749]",Prime,5.9,2005-09-21
17.642,2652,152760,"[28, 18, 36, 10752]",The Monuments Men,6.0,2014-01-24
17.641,35,207883,"[18, 10749]",I'm in Love with a Church Girl,5.4,2013-10-18
17.641,815,9021,"[14, 35, 10751]",The Santa Clause 2,5.8,2002-10-31
17.64,2561,109431,"[35, 80]",Identity Thief,5.8,2013-02-07
17.634,159,25565,"[28, 16, 878, 53]",Transformers: Beginnings,6.7,2006-10-16
17.63,4355,346685,"[80, 18, 9648, 53]",The Girl on the Train,6.4,2016-10-05
17.63,1872,69,"[18, 10402, 10749]",Walk the Line,7.5,2005-09-13
17.626,939,440597,"[14, 27, 53]",Wish Upon,5.6,2017-07-07
17.626,341,51170,"[12, 16, 10751, 35]",Open Season 3,5.5,2010-01-25
17.624,437,17047,"[35, 28, 12, 10751]",Agent Cody Banks 2: Destination London,5.5,2004-03-12
17.622,1159,9896,"[12, 35]",Rat Race,6.2,2001-08-17
17.619,187,458131,"[18, 36]",The Best of Enemies,7.4,2019-04-05
17.619,389,79218,"[16, 10751, 10770]",Ice Age: A Mammoth Christmas,6.3,2011-11-24
17.619,2988,45317,[18],The Fighter,7.4,2010-12-17
17.618,1953,2310,"[12, 28, 16]",Beowulf,5.8,2007-11-05
17.612,117,32916,"[16, 35, 14, 9648, 10751]",Scooby-Doo! Abracadabra-Doo,7.2,2010-02-16
17.611,66,318850,"[18, 36]",The Young Messiah,5.8,2016-03-10
17.61,1560,192102,"[18, 53]",3 Days to Kill,6.1,2014-02-14
17.609,433,257785,"[18, 10749]",Tulip Fever,6.5,2017-07-13
17.609,287,41592,"[18, 10402, 10749]",StreetDance 3D,6.3,2010-05-19
17.601,169,235271,"[18, 53]",Addicted,5.5,2014-10-10
17.598,829,14873,"[12, 16, 10751]",The Jungle Book 2,5.9,2003-02-07
17.594,1695,400710,"[18, 27, 53]",Flatliners,5.7,2017-09-28
17.59,66,407440,[18],Euphoria,6.5,2018-02-01
17.59,280,10891,"[28, 35, 27, 37]",Tremors 4: The Legend Begins,5.5,2004-01-02
17.588,205,253414,"[35, 10402, 10752]",Rock the Kasbah,5.5,2015-10-22
17.588,1971,9801,"[35, 10749]",Bridget Jones: The Edge of Reason,6.3,2004-11-10
17.57,6142,318846,"[35, 18]",The Big Short,7.3,2015-12-11
17.568,877,9816,"[18, 10402, 10749, 10751]",Save the Last Dance,6.6,2001-01-12
17.568,871,2284,"[35, 10751, 14]",Mr. Magorium's Wonder Emporium,6.2,2007-11-14
17.565,46,206284,"[18, 10402]",Grace Unplugged,6.4,2013-10-04
17.565,1522,2022,"[35, 10749]",Mr. Deeds,5.8,2002-06-28
17.564,42,592128,"[80, 18]",Mob Town,6.9,2019-12-13
17.558,98,527385,[18],After the Wedding,6.4,2019-08-09
17.557,95,502406,[27],St. Agatha,5.0,2018-04-20
17.553,437,139567,"[28, 80, 18, 53]",Fire with Fire,5.6,2012-08-31
17.549,695,9904,"[16, 10751]",The Wild,5.4,2006-03-06
17.547,1171,262543,"[53, 878]",Automata,5.8,2014-10-09
17.537,574,414419,"[28, 80]",Kill Bill: The Whole Bloody Affair,8.0,2011-03-28
17.527,65,415749,"[16, 878, 10751]",Barbie: Star Light Adventure,6.8,2016-08-12
17.52,7556,13223,[18],Gran Torino,8.0,2008-12-09
17.519,105,411840,"[16, 35, 10751]",Surf's Up 2: WaveMania,6.6,2017-08-31
17.519,595,13576,"[99, 10402]",This Is It,7.0,2009-10-28
17.513,298,531438,"[10749, 35]",Holiday in the Wild,6.4,2019-11-06
17.506,4834,109424,"[28, 18, 53]",Captain Phillips,7.6,2013-10-10
17.503,170,38842,"[35, 80, 18]",Middle Men,6.5,2009-05-17
17.502,1438,13363,"[878, 18]",The Man from Earth,7.7,2007-06-10
17.499,872,374617,"[80, 18, 9648, 53]",Imperium,6.4,2016-08-19
17.497,1331,535581,"[35, 14, 27]",The Dead Don't Die,5.5,2019-05-15
17.495,80,443700,"[28, 53]",Altitude,4.9,2017-04-14
17.493,260,12902,"[12, 16, 35, 14, 9648, 10751]",Scooby-Doo! and the Loch Ness Monster,7.1,2004-06-21
17.487,47,369054,"[10749, 10770]",Christmas Land,6.3,2015-12-20
17.485,1347,8292,"[28, 80]",Four Brothers,6.7,2005-08-11
17.484,66,289269,"[28, 53]",Lady Bloodfight,6.1,2016-11-11
17.464,439,50321,"[12, 16, 10751]",Mars Needs Moms,6.0,2011-03-09
17.464,500,38579,"[35, 10751]",Marmaduke,5.2,2010-06-04
17.456,1179,11172,"[35, 10402, 10749]",Music and Lyrics,6.4,2007-02-09
17.446,1173,238215,"[14, 35, 18]",The Cobbler,5.8,2014-09-11
17.444,855,341012,"[35, 10402]",Popstar: Never Stop Never Stopping,6.6,2016-06-03
17.443,632,456750,"[28, 35]","Game Over, Man!",5.5,2018-03-23
17.438,239,14114,"[18, 10402]",You Got Served,6.1,2004-01-30
17.437,241,15601,"[12, 16, 35, 9648, 878, 10751]",Scooby-Doo! and the Cyber Chase,7.2,2001-10-09
17.43,3933,1018,"[53, 18, 9648]",Mulholland Drive,7.8,2001-09-08
17.429,773,178809,"[28, 878, 27]",The Colony,5.3,2013-04-12
17.429,1031,23742,"[28, 35, 80]",Cop Out,5.5,2010-02-26
17.428,3142,60308,[18],Moneyball,7.2,2011-09-22
17.412,245,340674,"[18, 53]",Dark Crimes,4.5,2018-05-18
17.403,1558,19898,"[28, 27, 9648, 878, 53]",Pandorum,6.5,2009-09-08
17.402,2520,10189,"[28, 35, 80]",Pineapple Express,6.6,2008-08-06
17.399,1058,289222,"[18, 36]",The Zookeeper's Wife,7.4,2017-03-31
17.392,1290,1900,"[80, 18, 53]",Traffic,7.1,2000-03-23
17.388,153,329540,[28],The Marine 4: Moving Target,6.5,2015-04-10
17.388,235,13825,"[18, 53]",The Lazarus Project,6.1,2008-10-24
17.386,1514,429200,"[80, 18, 53]",Good Time,7.2,2017-08-11
17.383,462,9871,[27],Ginger Snaps,6.7,2000-08-01
17.382,979,87826,"[28, 35]",Here Comes the Boom,6.1,2012-10-11
17.381,1169,296100,"[12, 35, 14]",The Night Before,6.1,2015-11-20
17.379,4847,37686,"[9648, 878, 53]",Super 8,6.7,2011-06-08
17.375,98,289712,[27],Mockingbird,4.6,2014-10-07
17.374,770,413362,[18],"Roman J. Israel, Esq.",6.3,2017-11-17
17.367,1049,395993,[18],Stronger,7.0,2017-09-22
