id,popularity,vote_count,genre_ids,title,vote_average,release_date
tt3007512,12.195,833,"[18, 10752]",the water diviner,6.8,2014-12-25
tt5809020,12.192,85,[35],handsome a netflix mystery movie,5.3,2017-05-05
tt1083456,12.191,393,[35],fired up!,6.0,2009-02-20
tt6973866,12.187,61,"[27, 878]",toxic shark,5.8,2017-08-03
tt0332375,12.183,309,[35],saved!,6.5,2004-01-21
tt7034316,12.181,48,"[35, 10749, 10770]",eat play love,7.2,2017-08-19
tt1049405,12.175999999999998,131,"[35, 10749]",the other end of the line,6.5,2008-10-29
tt3922798,12.174,546,"[18, 53, 10752]",the siege of jadotville,7.2,2016-09-19
tt1701990,12.172,239,"[27, 35, 878]",detention,5.6,2011-03-16
tt0288415,12.171,94,"[35, 18, 10751]",air bud seventh inning fetch,5.1,2002-06-18
tt2014400,12.169,132,[10751],wizards on deck with hannah montana,6.9,2009-07-17
tt1702443,12.169,289,"[99, 10402, 10751]",justin bieber never say never,5.1,2011-02-11
tt1014801,12.169,55,"[28, 80, 18, 53]",pistol whipped,5.1,2008-03-04
tt0246989,12.168,158,"[35, 10749]",tomcats,5.1,2001-03-30
tt0313542,12.167,774,"[18, 53]",runaway jury,6.9,2003-01-16
tt4978710,12.163,115,"[18, 9648, 878]",marjorie prime,6.0,2017-01-23
tt2717860,12.161,818,"[18, 53]",the riot club,6.0,2014-09-19
tt0458413,12.16,647,"[35, 18]",a long way down,6.2,2014-03-20
tt2396589,12.158,818,[18],mudbound,7.5,2017-11-16
tt3138376,12.158,109,[53],joy ride 3,5.1,2014-06-03
tt0338427,12.156,172,"[35, 18, 10749]",shopgirl,5.8,2005-10-21
tt9326056,12.155,38,[99],sea of shadows,7.6,2019-09-20
tt2309961,12.154000000000002,344,"[27, 53]",afflicted,6.4,2014-04-04
tt4411618,12.151,89,[18],in dubious battle,5.8,2017-02-17
tt0404802,12.151,95,"[35, 18]",the notorious bettie page,6.3,2005-09-14
tt2011311,12.148,353,"[80, 18, 9648]",the outsider,6.1,2018-03-09
tt4686844,12.145,1094,"[35, 18, 36]",the death of stalin,7.0,2017-10-20
tt2167202,12.145,455,"[28, 80]",getaway,5.1,2013-08-29
tt1094198,12.145,96,"[35, 10749]",the prince & me a royal honeymoon,5.4,2008-10-28
tt1700845,12.144,133,"[18, 36, 10749]",the invisible woman,6.0,2013-12-25
tt1178665,12.14,483,"[12, 35, 18]",a walk in the woods,5.9,2015-09-02
tt2235902,12.139,109,"[35, 18, 10749]",geography club,6.4,2013-05-22
tt0318974,12.139,210,"[36, 37, 10752]",the alamo,5.8,2004-04-07
tt9577852,12.137,68,"[99, 10402]",rolling thunder revue a bob dylan story by martin scorsese,7.2,2019-06-11
tt6156350,12.135,63,[99],hypernormalisation,7.7,2016-10-25
tt1493842,12.135,296,"[35, 10749]",beauty & the briefcase,5.6,2010-07-20
tt0414055,12.134,829,"[18, 36, 10749]",elizabeth the golden age,6.7,2007-09-09
tt2380331,12.132,132,"[35, 18, 10749]",words and pictures,6.6,2013-09-06
tt0266489,12.130999999999998,1241,[35],duplex,6.1,2003-09-26
tt0436697,12.130999999999998,814,[18],the queen,7.0,2006-09-15
tt2064968,12.13,209,"[35, 18]",the longest week,5.1,2014-09-05
tt1663143,12.13,327,[35],fun size,5.5,2012-10-24
tt0355954,12.129,109,"[18, 27, 53]",riding the bullet,5.0,2004-10-15
tt0363282,12.129,628,[35],new york minute,6.1,2004-05-07
tt0800240,12.128,424,[53],deception,5.8,2008-04-24
tt5881528,12.127,74,"[35, 37]",damsel,5.1,2018-06-22
tt2381335,12.122,180,[99],fed up,7.4,2014-05-09
tt1451423,12.12,174,"[14, 27, 10751, 10770]",the boy who cried werewolf,6.1,2010-10-22
tt0942903,12.118,265,"[12, 878, 10770]",stargate the ark of truth,7.1,2008-03-11
tt0256524,12.118,490,"[35, 80, 10749]",the curse of the jade scorpion,6.6,2001-08-05
tt3319730,12.114,172,"[12, 18]",the mercy,5.9,2018-02-09
tt4767950,12.114,72,"[35, 10749, 10770]",a christmas detour,6.2,2015-12-01
tt2600742,12.114,66,"[27, 878]",ghost shark,4.4,2013-08-22
tt6958212,12.113,98,"[18, 36, 37]",sweet country,6.7,2018-01-25
tt0240510,12.113,346,"[10752, 18, 10749, 28, 12]",the four feathers,6.5,2002-09-08
tt5770864,12.111,94,"[18, 878]",the man from earth holocene,5.9,2017-06-10
tt1440161,12.111,409,"[35, 18, 10749]",a little bit of heaven,6.3,2011-02-03
tt5539052,12.11,184,[35],the polka king,5.6,2017-01-22
tt1710396,12.109000000000002,101,"[35, 10402]",joyful noise,6.6,2012-01-13
tt1067583,12.106,1940,"[18, 10749]",water for elephants,6.9,2011-03-15
tt6676028,12.105,44,"[35, 18]",in a relationship,6.2,2018-11-09
tt2083379,12.102,69,"[28, 53]",a dark truth,5.6,2012-11-29
tt0241760,12.101,339,"[35, 10751]",the new guy,5.7,2002-05-10
tt0395495,12.1,375,"[35, 18, 10749]",catch and release,5.9,2006-10-20
tt1465522,12.099,1822,"[35, 27]",tucker and dale vs evil,7.4,2010-01-22
tt2217859,12.098,201,[18],louder than bombs,6.5,2015-05-18
tt6104206,12.095999999999998,97,"[27, 53]",jackals,5.5,2017-09-01
tt2268433,12.095999999999998,48,"[28, 80, 53]",end of a gun,4.8,2016-09-23
tt4230700,12.095999999999998,110,"[18, 9648, 53]",complete unknown,5.1,2016-08-26
tt1646967,12.095999999999998,120,"[12, 99]",the art of flight,8.0,2011-09-08
tt2436682,12.095,225,"[18, 37]",the duel,5.4,2016-06-24
tt0424993,12.095,388,"[35, 10749]",employee of the month,5.4,2006-10-06
tt2032557,12.094,149,[53],the reluctant fundamentalist,6.7,2013-03-17
tt0963178,12.094,779,"[28, 80, 18, 53]",the international,6.1,2009-02-03
tt4837126,12.093,91,"[18, 10749]",love everlasting,7.0,2016-11-14
tt5816374,12.092,110,"[35, 18, 10402]",band aid,6.5,2017-06-02
tt5431600,12.092,108,"[35, 27]",the black room,3.6,2017-04-28
tt0267657,12.092,210,"[12, 14, 16, 878, 10751]",the land before time vii the stone of cold fire,6.1,2000-12-05
tt1756851,12.09,171,"[35, 14, 27, 9648]",twixt,4.9,2011-09-10
tt0307479,12.089,828,"[18, 878, 9648, 10749]",solaris,6.0,2002-11-27
tt0449061,12.086,181,"[28, 18, 10749]",london,6.1,2005-09-03
tt3330764,12.083,128,"[80, 27, 9648, 53]",the neighbor,5.7,2016-08-19
tt1537481,12.083,71,"[16, 10751]",space chimps 2 zartog strikes back,4.6,2010-05-26
tt0496436,12.083,165,"[18, 14, 27, 53]",white noise 2 the light,5.5,2007-01-05
tt9358052,12.082,103,[99],knock down the house,7.4,2019-01-27
tt7280898,12.081,730,"[18, 36, 53, 80]",22 july,7.2,2018-10-10
tt0399095,12.078,149,[53],trade,6.9,2007-01-23
tt0454987,12.077,179,"[35, 80]",lets go to prison,5.8,2006-11-17
tt7608028,12.075,1051,"[27, 53]",the open house,3.6,2018-01-19
tt3553442,12.074000000000002,699,"[35, 18, 10752]",whiskey tango foxtrot,6.3,2016-03-04
tt1179794,12.07,153,"[14, 18, 35, 878, 10749]",timer,6.2,2009-05-14
tt0308383,12.07,275,"[18, 10749]",the human stain,6.0,2003-10-29
tt3544082,12.069,520,"[18, 10749]",45 years,6.6,2015-08-04
tt0356680,12.069,550,"[35, 18, 10749]",the family stone,6.2,2005-12-14
tt0335119,12.068,928,"[18, 10749]",girl with a pearl earring,6.6,2003-12-12
tt2567712,12.067,659,[18],starred up,7.1,2013-09-09
tt1637706,12.065,646,"[35, 18]",our idiot brother,6.2,2011-08-26
tt6086080,12.064,36,[35],mad families,4.5,2017-01-12
tt1235189,12.062,441,"[28, 35]",wild target,6.4,2010-06-17
tt0246544,12.06,139,[12],the musketeer,5.5,2001-09-07
tt0399146,12.058,1974,"[80, 18, 53]",a history of violence,7.2,2005-09-23
tt2033372,12.056,312,"[16, 10751, 10770]",small fry,6.8,2011-11-23
tt0243133,12.056,986,"[80, 53]",the man who wasnt there,7.6,2001-10-26
tt1841642,12.052,350,"[27, 53]",demonic,5.2,2015-02-12
tt0449471,12.052,124,"[27, 53]",catacombs,4.6,2007-06-01
tt1055369,12.049,6063,"[28, 12, 878]",transformers revenge of the fallen,6.1,2009-06-19
tt9257484,12.046,279,"[18, 27, 9648, 53]",rattlesnake,5.1,2019-10-25
tt1544608,12.046,345,"[18, 9648, 10749]",voice from the stone,5.7,2017-04-28
tt1179031,12.043,479,"[18, 53]",cold in july,6.5,2014-05-23
tt0331468,12.043,277,"[9648, 53]",cold creek manor,5.4,2003-09-19
tt0458364,12.034,140,"[35, 10749]",the ex,5.2,2006-12-01
tt1285309,12.033,375,"[35, 18]",the joneses,6.1,2010-04-16
tt2180994,12.032,285,[53],a good marriage,5.3,2014-10-03
tt0486051,12.032,270,"[18, 27, 53]",wind chill,5.9,2007-04-27
tt0241303,12.032,2352,"[35, 18, 10749]",chocolat,6.9,2000-03-02
tt0270288,12.03,704,"[35, 80, 18, 10749, 53]",confessions of a dangerous mind,6.8,2002-12-30
tt0420087,12.028,206,"[35, 18, 10402]",a prairie home companion,6.5,2006-06-09
tt0280778,12.027,120,"[18, 10749]",iris,6.4,2001-12-14
tt5607096,12.025,283,"[35, 18, 10749]",juliet naked,6.4,2018-08-16
tt1470023,12.025,344,"[28, 12, 35]",macgruber,5.4,2010-05-21
tt3810760,12.024,256,[99],minimalism a documentary about the important things,6.7,2015-09-26
tt2053463,12.021,2285,"[53, 80, 18]",side effects,6.5,2013-02-07
tt0256276,12.021,114,"[18, 9648, 10749]",possession,6.2,2002-10-02
tt0489235,12.021,195,"[35, 27, 14]",my name is bruce,5.9,2007-10-01
tt0301976,12.02,196,"[80, 18]",the united states of leland,6.7,2003-01-18
tt3307726,12.018,43,[878],bermuda tentacles,4.3,2014-04-04
tt2125435,12.018,734,[18],beasts of the southern wild,6.9,2012-06-29
tt0396592,12.018,164,"[35, 14, 10751]",fat albert,4.7,2004-12-12
tt0490084,12.018,465,"[35, 10749]",because i said so,6.0,2007-02-02
tt1672087,12.015999999999998,79,"[28, 14]",mortal kombat rebirth,7.0,2010-06-08
tt0418773,12.015999999999998,131,"[35, 18]",junebug,6.8,2005-08-03
tt0902290,12.012,97,"[35, 18, 27]",i sell the dead,6.1,2008-08-07
tt4578118,12.01,174,"[53, 878]",rupture,4.9,2016-11-04
tt6069162,12.007,32,"[18, 10749]",here and now,5.1,2018-11-09
tt0796375,12.005999999999998,159,"[35, 80, 53, 10749]",you kill me,6.2,2007-02-09
tt2355495,12.005,420,"[35, 18, 10749]",barefoot,6.4,2014-02-02
tt2090465,12.002,379,"[9648, 53]",black butterfly,6.3,2017-05-26
tt2473602,12.001,342,[18],get on up,6.7,2014-08-01
tt0765120,11.998,454,"[18, 10749]",my blueberry nights,6.4,2007-11-28
tt1407049,11.996,157,"[27, 28, 53, 878]",altitude,4.8,2010-10-10
tt5039994,11.995,208,"[27, 53]",dismissed,6.6,2017-10-08
tt3714720,11.995,186,"[35, 18, 10749]",the hollars,6.3,2016-08-25
tt1132285,11.995,193,"[80, 53, 9648]",the factory,5.7,2011-10-19
tt1032819,11.993,132,[18],powder blue,6.0,2009-05-08
tt0490181,11.993,269,"[28, 12, 27, 878]",mutant chronicles,5.1,2008-08-07
tt1767319,11.992,78,"[28, 12, 18, 14]",in the name of the king 2 two worlds,4.0,2011-11-03
tt1296898,11.988,201,"[18, 10749]",waiting for forever,5.7,2010-02-10
tt0844330,11.987,146,"[18, 10749, 10770]",persuasion,7.1,2007-04-01
tt6510332,11.986,82,[99],mcqueen,7.8,2018-06-08
tt0486822,11.985,2438,"[18, 9648, 53]",disturbia,6.7,2007-04-12
tt1334512,11.984000000000002,494,"[35, 10749]",arthur,5.5,2011-04-08
tt0887971,11.984000000000002,86,"[28, 12, 18, 27, 53]",while she was out,5.0,2008-10-27
tt4575328,11.979,131,[878],2036 origin unknown,4.7,2018-06-08
tt1701991,11.979,288,"[16, 35, 14, 878]",family guy presents its a trap!,6.8,2011-05-22
tt2402603,11.976,114,"[80, 9648, 53]",felony,5.6,2014-08-28
tt3729920,11.976,212,[18],the disappearance of eleanor rigby them,6.2,2014-05-14
tt4459156,11.973,78,[18],55 steps,7.6,2018-03-01
tt1294688,11.969,549,"[18, 10749]",last night,6.1,2010-05-11
tt1235796,11.968,188,"[18, 10749]",ondine,6.3,2009-09-14
tt1828976,11.965,291,"[35, 10751, 10770]",good luck charlie its christmas!,6.5,2011-12-04
tt1185264,11.964,46,"[53, 27]",red mist,5.0,2008-08-22
tt6061074,11.963,106,[18],first match,6.3,2018-03-12
tt0810895,11.962,70,"[28, 16, 14, 27, 878, 53, 10770]",hellboy animated sword of storms,6.1,2006-10-28
tt0481797,11.961,129,"[18, 14, 9648]",youth without youth,6.3,2007-10-26
tt1090750,11.96,177,"[28, 12, 35, 10751, 10770]",dadnapped,5.1,2009-02-16
tt3978720,11.957,247,"[35, 18]",4th man out,6.9,2015-05-26
tt6587078,11.954,34,"[10749, 10770]",moonlight in vermont,6.1,2017-04-08
tt0762138,11.952,127,"[35, 18]",syrup,5.8,2013-06-07
tt1629705,11.952,160,"[28, 12, 37]",blackthorn,6.6,2011-08-31
tt1381404,11.948,462,"[18, 53]",the company you keep,6.1,2012-09-06
tt0144964,11.945,238,"[28, 14]",highlander endgame,4.8,2000-09-01
tt3862750,11.944,242,[53],the perfect guy,5.8,2015-09-11
tt1034314,11.941,1069,"[28, 35, 878]",iron sky,5.7,2012-03-10
tt1619880,11.94,95,"[27, 35, 878, 53, 10770, 28]",sharktopus,4.6,2010-09-25
tt1289406,11.939,638,"[28, 80, 18, 53]",harry brown,6.8,2009-11-11
tt2481198,11.936,83,"[35, 18, 10402, 10749]",sunshine on leith,6.7,2013-10-03
tt1823059,11.936,75,"[18, 10749]",a perfect ending,6.2,2012-06-01
tt1582507,11.936,1292,"[27, 53]",house at the end of the street,5.8,2012-09-21
tt0292506,11.936,1130,"[28, 53]",the recruit,6.3,2003-01-31
tt1456635,11.934,608,[35],goon,6.5,2012-01-06
tt3062976,11.933,147,"[35, 18, 10749]",learning to drive,6.1,2014-08-21
tt3859304,11.93,223,"[35, 18]",the bronze,5.9,2016-01-22
tt1182609,11.925999999999998,36,"[28, 12, 53]",direct contact,5.0,2009-04-16
tt1403241,11.925,188,"[27, 28]",wolves,5.8,2014-08-28
tt1198138,11.925,426,"[18, 53]",obsessed,5.7,2009-04-24
tt2486630,11.924,161,"[27, 35]",fright night 2 new blood,4.7,2013-08-31
tt1567437,11.922,1204,"[35, 80, 27]",the voices,6.3,2014-01-19
tt0456554,11.919,420,[35],grandmas boy,6.7,2006-01-06
tt0375154,11.919,585,"[28, 12, 18, 10749]",tristan & isolde,6.7,2006-04-07
tt0452624,11.919,189,"[18, 53, 9648]",the good german,6.0,2006-12-08
tt3800796,11.918,159,[27],the exorcism of molly hartley,5.1,2015-10-09
tt0493949,11.918,594,"[35, 10751]",ramona and beezus,6.5,2010-07-23
tt1072755,11.916,156,"[12, 35, 878, 10751, 10770]",minutemen,5.6,2008-02-29
tt3062074,11.915,456,"[53, 878]",sharknado 2 the second one,4.6,2014-07-30
tt0418110,11.915,437,"[18, 80]",romanzo criminale,7.2,2005-09-30
tt0785007,11.915,311,[35],over her dead body,5.4,2008-02-01
tt1405365,11.912,298,"[35, 18, 10749]",celeste & jesse forever,6.5,2012-08-03
tt1121977,11.911,83,"[18, 10749]",mother and child,7.0,2009-11-07
tt5208216,11.91,290,[18],wonderstruck,6.1,2017-10-13
tt3346224,11.91,103,"[18, 53]",zipper,5.6,2015-08-28
tt2081437,11.91,124,"[35, 80, 53]",the liability,5.7,2012-11-24
tt0486674,11.91,279,"[35, 18]",what just happened,5.4,2008-10-17
tt0163983,11.908,175,"[18, 27, 53, 80]",bless the child,5.2,2000-08-11
tt2091935,11.907,967,"[28, 35, 80, 10749]",mr right,6.4,2016-02-29
tt2474024,11.906,267,"[35, 18, 10402, 10749]",the last five years,5.9,2014-11-03
tt1870425,11.903,262,[35],mac & devin go to high school,6.2,2012-07-03
tt3480556,11.902,82,[28],a good man,5.1,2014-08-19
tt0473188,11.901,213,"[28, 80, 18, 53]",the death and life of bobby z,6.0,2007-07-23
tt1935179,11.898,1947,[18],mud,7.0,2013-04-26
tt0248845,11.897,209,"[35, 18, 10402]",hedwig and the angry inch,7.7,2001-07-20
tt0242193,11.896,271,"[80, 18]",bully,6.6,2001-09-28
tt5111874,11.893,199,[99],my scientology movie,6.6,2016-05-05
tt4284010,11.892,233,"[99, 10402]",what happened miss simone,7.6,2015-01-22
tt2179116,11.890999999999998,810,"[35, 18]",the kings of summer,7.0,2013-01-19
tt1578275,11.890999999999998,596,"[35, 18]",the dilemma,5.3,2011-01-13
tt8324462,11.888,59,[53],cucuy the boogeyman,7.0,2018-10-13
tt6169694,11.887,168,"[18, 9648, 878]",i think were alone now,6.0,2018-09-14
tt3917318,11.887,32,"[28, 53]",alleycats,5.0,2016-06-23
tt1171222,11.887,153,[35],baggage claim,5.4,2013-09-27
tt0814022,11.887,686,"[28, 80, 53]",bangkok dangerous,5.1,2008-08-21
tt4163668,11.885,139,"[18, 36, 10770]",the eichmann show,6.7,2015-01-20
tt0952682,11.885,110,"[18, 53]",shotgun stories,7.2,2007-10-01
tt0384833,11.879,91,[27],frankenfish,6.0,2004-10-09
tt4034452,11.876,103,"[10752, 18, 53]",hyena road,6.4,2015-10-09
tt0435653,11.876,100,"[27, 53]",the gravedancers,5.6,2006-11-18
tt5936492,11.874,68,"[18, 27]",the witch in the window,6.2,2018-07-23
tt0482603,11.872,304,"[12, 16, 35, 878, 10751]",space chimps,4.9,2008-07-17
tt1394329,11.868,111,"[18, 10751, 12]",free willy escape from pirates cove,6.2,2010-03-23
tt0349710,11.868,507,"[28, 18, 53]",ladder 49,6.4,2004-10-01
tt3707114,11.866,113,"[99, 10402]",janis little girl blue,7.4,2015-09-09
tt0780595,11.865,105,"[28, 18, 53]",redline,5.0,2007-04-13
tt6902696,11.864,185,"[18, 10749]",gloria bell,6.0,2018-09-07
tt0326208,11.864,60,"[28, 80, 18]",stander,6.5,2003-01-01
tt1103982,11.863,184,[18],the girlfriend experience,5.1,2009-05-22
tt0257360,11.863,780,"[35, 18]",about schmidt,6.8,2002-05-22
tt0825283,11.862,189,"[28, 12, 35, 14, 878, 53]",maximum ride,4.8,2016-09-30
tt7441032,11.86,88,"[27, 53, 10749]",likesharefollow,5.3,2017-10-31
tt4537888,11.86,65,"[28, 27]",the monster project,4.5,2017-08-18
tt5345298,11.857,69,"[27, 53]",patient seven,4.8,2016-10-11
tt1258197,11.854,1292,"[53, 9648]",exam,6.7,2009-06-19
tt0338216,11.854,180,"[18, 10749]",lucky you,5.6,2007-05-01
tt0373469,11.853,1768,"[35, 80, 28]",kiss kiss bang bang,7.2,2005-09-05
tt0231775,11.849,235,"[35, 14, 878, 10749]",down to earth,5.3,2001-02-16
tt8075256,11.848,38,"[35, 99, 10402]",steve martin and martin short an evening you will forget for the rest of your life,6.7,2018-05-25
tt0817910,11.847,59,"[28, 16, 14, 27, 878, 53, 10770]",hellboy animated blood and iron,6.4,2007-03-10
tt1764647,11.843,68,[53],shadow people,5.3,2013-03-17
tt6010628,11.841,249,"[878, 53, 10749]",zoe,6.0,2018-07-19
tt1838722,11.841,228,"[27, 53, 9648]",truth or dare,5.5,2012-08-05
tt0388182,11.841,215,"[35, 18]",king of california,6.5,2007-01-24
tt4189442,11.84,401,[35],expelled,5.9,2014-12-12
tt0762105,11.839,207,"[35, 10749]",i hate valentines day,5.3,2009-06-27
tt1188113,11.839,144,"[9648, 53]",peacock,6.2,2010-04-20
tt0800241,11.836,425,"[80, 9648, 53]",transsiberian,6.4,2008-01-18
tt0378793,11.834,294,[18],speak,6.9,2004-01-20
tt7806998,11.83,115,[35],dave chappelle equanimity,7.5,2017-12-30
tt3104818,11.828,70,"[18, 10402]",like sunday like rain,7.4,2014-03-01
tt0465551,11.828,527,"[18, 10749]",notes on a scandal,7.1,2006-12-25
tt4814436,11.826,69,"[10749, 10770]",a country wedding,6.8,2015-06-27
tt1198156,11.825,549,[18],youre not you,7.4,2014-10-10
tt1594562,11.825,394,"[27, 53]",the innkeepers,5.5,2011-08-18
tt0411805,11.825,92,"[35, 27]",return of the living dead necropolis,4.6,2005-10-15
tt1935302,11.821,184,"[53, 18, 878]",monsters dark continent,4.4,2014-10-09
tt0272207,11.819,296,"[80, 18, 9648, 53]",narc,6.7,2002-01-14
tt1294213,11.816,162,"[35, 18, 10749]",solitary man,5.7,2009-09-07
tt7976208,11.815,133,"[27, 53]",the haunting of sharon tate,4.6,2019-04-05
tt0963194,11.814,213,"[27, 878]",repo! the genetic opera,6.4,2008-07-18
tt0486656,11.814,173,"[18, 10749, 10751]",save the last dance 2,5.5,2006-10-10
tt4614612,11.811,75,"[36, 18]",peterloo,6.9,2018-11-01
tt0360201,11.811,671,"[35, 10749]",wimbledon,6.1,2004-09-13
tt0308208,11.807,226,"[28, 12, 53]",ballistic ecks vs sever,4.4,2002-09-20
tt1575539,11.804,109,"[18, 10749]",elena undone,7.1,2010-06-25
tt0466893,11.804,179,[18],margaret,6.3,2011-09-30
tt0301199,11.803,262,"[80, 18, 53]",dirty pretty things,7.0,2002-09-05
tt9099102,11.802,52,"[27, 53]",no escape room,6.1,2018-10-06
tt3405714,11.800999999999998,106,"[28, 12, 14, 878]",mythica a quest for heroes,6.0,2014-12-08
tt0345543,11.8,156,"[16, 10751]",the land before time ix journey to big water,6.2,2002-12-17
tt3917210,11.798,98,[99],life animated,7.7,2016-03-03
tt1389127,11.797,307,"[18, 53, 80, 9648]",texas killing fields,5.8,2011-10-14
tt0905345,11.795,50,"[80, 18, 53, 10770]",jesse stone sea change,7.2,2007-05-22
tt7242142,11.794,383,"[35, 18]",blindspotting,7.5,2018-07-20
tt1990216,11.794,94,"[12, 18, 28, 53]",el gringo,5.7,2012-05-10
tt0478134,11.794,585,"[80, 18, 36, 9648, 53]",in the valley of elah,6.7,2007-08-31
tt0289848,11.793,802,"[35, 80]",analyze that,5.8,2002-12-06
tt5873098,11.791,120,"[16, 35]",mower minions,6.6,2016-07-08
tt2443822,11.791,100,"[18, 27, 53]",the boy,5.6,2015-08-14
tt5131906,11.789,63,"[27, 53]",fender bender,5.2,2016-05-23
tt0460829,11.789,670,"[18, 14, 9648, 53]",inland empire,7.2,2006-09-06
tt2960930,11.788,333,"[27, 878]",extraterrestrial,5.4,2014-10-17
tt1666335,11.787,133,[53],the calling,5.6,2014-08-05
tt2039345,11.787,354,"[9648, 53]",grand piano,6.0,2013-10-11
tt1966604,11.784,495,"[99, 9648]",the imposter,7.4,2012-07-13
tt0462338,11.783,123,"[35, 18]",the hoax,6.4,2006-10-14
tt3074694,11.782,226,"[18, 9648, 53, 10770]",flowers in the attic,6.4,2014-01-18
tt2338424,11.782,116,"[10402, 10749, 35, 18]",tumbledown,6.4,2015-04-18
tt0780567,11.78,359,"[35, 10751]",imagine that,5.9,2009-06-19
tt5278460,11.778,144,[99],audrie & daisy,7.3,2016-09-23
tt0233142,11.775,386,"[28, 12, 35, 80, 53]",3000 miles to graceland,5.7,2001-02-23
tt1139111,11.774,122,"[10751, 16]",the land before time xiii the wisdom of friends,6.2,2007-11-27
tt0315983,11.774,424,[18],house of sand and fog,7.1,2003-12-19
tt2281159,11.772,335,"[27, 53]",contracted,5.2,2013-07-07
tt5460858,11.769,133,[18],the white crow,6.5,2019-03-22
tt0279113,11.765,387,"[18, 35, 10749]",the good girl,6.1,2002-01-12
tt1648204,11.763,746,"[18, 35]",lemonade mouth,7.4,2011-12-06
tt7369722,11.761,40,[27],the sandman,4.8,2017-10-14
tt2140373,11.761,2514,"[35, 18, 36]",saving mr banks,7.4,2013-11-16
tt0466856,11.761,103,"[35, 18, 9648]",atl,7.1,2006-03-31
tt1535612,11.76,197,"[18, 53, 80]",the son of no one,5.1,2011-11-04
tt1788391,11.759,440,"[80, 27, 53]",kill list,6.1,2011-09-02
tt2954474,11.758,282,"[53, 27]",visions,5.1,2015-08-28
tt4686108,11.755999999999998,70,"[18, 10402]",love beats rhymes,5.7,2017-12-01
tt1286130,11.755,247,"[878, 28, 18]",battlestar galactica the plan,6.7,2009-11-21
tt0268126,11.755,1554,"[35, 80, 18]",adaptation,7.4,2002-12-06
tt3774790,11.754,357,"[9648, 878, 53]",400 days,4.3,2015-10-29
tt1581835,11.754,117,"[18, 10749]",daydream nation,5.8,2011-05-06
tt0159784,11.754,112,"[28, 80, 18, 53]",takedown,6.2,2000-03-15
tt1196956,11.753,194,"[35, 18, 10402]",one chance,6.6,2013-09-09
tt0355702,11.753,488,"[28, 18]",lords of dogtown,7.1,2005-06-03
tt0246464,11.752,173,"[28, 35, 9648, 53]",big trouble,6.2,2002-04-05
tt3525168,11.751,197,"[28, 35, 18]",dead in a week or your money back,6.3,2018-09-12
tt5281700,11.751,94,"[10402, 10749]",heartbeats,6.8,2017-06-30
tt0780607,11.751,174,"[27, 878, 53]",the signal,5.9,2007-01-22
tt0397044,11.751,204,"[18, 14, 27, 10749]",blood and chocolate,5.6,2007-01-26
tt2461520,11.749,175,"[18, 53]",man down,6.1,2015-09-12
tt0261983,11.749,573,"[27, 9648]",session 9,6.1,2001-08-10
tt2124787,11.748,469,"[28, 18, 53]",final girl,5.1,2015-04-14
tt2452386,11.747,1524,"[35, 18]",the fundamentals of caring,7.3,2016-06-16
tt1381418,11.746,126,"[28, 35, 80, 10749]",you may not kiss the bride,5.8,2011-04-03
tt0353324,11.745,111,"[28, 27, 53]",the crow wicked prayer,3.3,2005-05-13
tt0339412,11.745,121,"[35, 18]",mr 3000,5.3,2004-06-15
tt0323250,11.745,397,"[16, 10751]",mikes new car,6.9,2002-05-24
tt5351000,11.744000000000002,96,"[53, 10770]",home invasion,5.2,2016-02-02
tt3686998,11.744000000000002,111,[99],the red pill,7.5,2016-10-14
tt0304415,11.741,1160,"[18, 10749]",mona lisa smile,6.9,2003-12-19
tt4917224,11.74,136,[18],9/11,5.0,2017-09-07
tt3836512,11.74,241,"[18, 27, 53]",ratter,5.0,2015-01-24
tt4399590,11.738,61,[27],first born,5.2,2016-06-19
tt5192124,11.737,174,"[35, 99, 10402]",bo burnham make happy,8.2,2016-06-03
tt6288250,11.736,144,"[18, 10402]",patti cake,6.8,2017-08-18
tt10915286,11.735,107,"[99, 18, 9648]",tell me who i am,7.6,2019-10-18
tt1577038,11.733,31,"[10751, 18, 35, 10770]",a christmas wish,6.0,2011-11-20
tt3266284,11.732,415,"[80, 18, 9648, 53]",november criminals,5.2,2017-12-08
tt0799934,11.732,918,"[18, 35]",be kind rewind,6.3,2008-01-20
tt0191133,11.73,88,"[35, 10402, 10749]",the fighting temptations,5.7,2003-09-17
tt6032328,11.728,57,"[80, 10749]",finding steve mcqueen,6.2,2019-03-15
tt1303828,11.728,355,"[18, 28, 35, 80]",defendor,6.4,2009-09-12
tt4126340,11.726,81,[35],joe dirt 2 beautiful loser,4.4,2015-07-16
tt1242618,11.726,51,"[18, 27, 53]",deadline,4.9,2009-01-01
tt3154310,11.725,179,[18],walt before mickey,6.5,2015-04-03
tt1865505,11.722,899,"[10751, 16, 14]",song of the sea,8.0,2014-09-06
tt1735485,11.720999999999998,201,"[27, 53, 9648]",the tunnel,5.6,2011-05-19
tt1212974,11.717,192,"[28, 35, 80, 18, 53]",bitch slap,4.9,2009-05-16
tt2331047,11.714,261,"[18, 9648, 878]",rememory,6.0,2017-09-08
tt2714900,11.714,210,[99],finding vivian maier,7.8,2014-03-21
tt5828640,11.713,43,"[28, 27, 878]",planet of the sharks,4.1,2016-07-27
tt5089534,11.711,77,"[35, 18]",freak show,7.2,2018-01-12
