id,popularity,vote_count,genre_ids,title,vote_average,release_date
tt4337690,21.874,83,[18],90 minutes in heaven,5.7,2015-09-11
tt1299653,21.873,103,[27],messengers 2 the scarecrow,5.3,2009-07-21
tt2788732,21.871,1641,"[12, 14, 10751]",petes dragon,6.3,2016-08-10
tt0217869,21.862,6561,"[18, 9648, 53]",unbreakable,7.1,2000-11-22
tt4180514,21.838,244,"[28, 12, 35, 27, 878]",tremors 5 bloodlines,5.4,2015-10-06
tt2170593,21.835,1317,[35],st vincent,7.1,2014-10-09
tt1109624,21.83,2395,"[35, 12, 10751]",paddington,7.1,2014-11-24
tt2557490,21.828000000000007,2854,"[35, 37]",a million ways to die in the west,5.9,2014-05-22
tt8660492,21.827,67,"[12, 16, 35, 80, 10751]",scoobydoo! and the gourmet ghost,7.7,2018-08-28
tt0477347,21.825,7422,"[28, 12, 35, 14, 10751]",night at the museum,6.5,2006-10-20
tt0978764,21.823,3348,"[28, 14, 53]",sucker punch,6.1,2011-03-24
tt0472399,21.818,2168,"[28, 53, 80]",the mechanic,6.4,2011-01-13
tt4815122,21.801,480,"[12, 878]",time trap,6.0,2017-05-19
tt0790686,21.8,1199,"[27, 9648, 53, 18]",mirrors,6.2,2008-08-15
tt0902272,21.799,304,"[28, 12, 16, 878, 10751]",justice league the new frontier,6.8,2008-02-26
tt6257174,21.783,581,[18],the miseducation of cameron post,6.9,2018-07-18
tt4633690,21.78,1365,"[80, 18, 53]",shot caller,6.9,2017-07-13
tt1252380,21.776,1183,"[35, 10402, 10770]",camp rock 2 the final jam,6.3,2010-09-17
tt6938828,21.774,954,[18],at eternitys gate,6.9,2018-11-15
tt10856726,21.765,127,"[99, 10402]",travis scott look mom i can fly,7.1,2019-08-28
tt3967856,21.759,3050,"[28, 12, 18, 878]",okja,7.5,2017-06-28
tt0389860,21.746,4997,"[35, 18, 14, 10749]",click,6.2,2006-06-23
tt4196868,21.736,84,"[16, 35, 9648, 10751]",scoobydoo! and wwe curse of the speed demon,7.4,2016-08-09
tt0453451,21.732,1932,"[35, 10751]",mr beans holiday,6.3,2007-03-22
tt0974661,21.725,3765,[35],17 again,6.2,2009-03-11
tt1928330,21.714,242,"[28, 18]",bad ass,5.5,2012-04-12
tt2296777,21.707,503,"[16, 10751, 14, 35, 12, 9648]",sherlock gnomes,5.5,2018-03-15
tt1881002,21.707,1182,"[27, 18, 9648]",maggie,5.3,2015-05-08
tt1258157,21.7,457,"[16, 35, 14, 9648]",scoobydoo! the mystery begins,6.4,2009-09-12
tt0369339,21.696,3431,"[18, 80, 53]",collateral,7.2,2004-08-04
tt5027774,21.695,7165,"[80, 18]",three billboards outside ebbing missouri,8.1,2017-11-10
tt0837113,21.694000000000006,78,"[16, 878, 10770]",codename kids next door operation zero,8.2,2006-08-10
tt2066051,21.69,2752,"[18, 10402]",rocketman,7.4,2019-05-22
tt3922818,21.688,1864,"[12, 18, 878, 10749]",the space between us,7.1,2017-01-26
tt0457993,21.687,949,"[16, 10751, 35, 878]",lilo & stitch 2 stitch has a glitch,6.6,2005-01-22
tt1601913,21.676,2753,"[18, 53, 28, 12]",the grey,6.5,2011-12-11
tt0499556,21.672,1054,"[28, 53]",war,6.3,2007-08-24
tt6491178,21.668000000000006,430,"[28, 80, 53]",dragged across concrete,6.5,2019-02-21
tt5690360,21.665,1251,"[27, 9648, 53]",slender man,4.3,2018-08-10
tt3748172,21.665,2411,"[18, 27, 53]",geralds game,6.4,2017-09-29
tt2763304,21.656,2228,"[80, 18]",t2 trainspotting,6.9,2017-01-27
tt0251075,21.654,1463,"[35, 878]",evolution,6.0,2001-06-08
tt4669264,21.648000000000003,320,"[28, 18, 53]",beirut,6.2,2018-04-11
tt0405159,21.636,6434,[18],million dollar baby,7.9,2004-12-15
tt5781798,21.626,106,[28],the marine 5 battleground,6.5,2017-03-16
tt0795351,21.625,1515,"[27, 9648, 53]",case 39,6.2,2009-08-13
tt0482606,21.618,1564,"[27, 9648, 53]",the strangers,6.1,2008-05-29
tt0375568,21.61,1012,"[28, 16, 878, 10751]",astro boy,6.3,2009-10-15
tt0252076,21.607,1316,"[35, 18, 10749]",maid in manhattan,6.0,2002-12-13
tt6521876,21.571,223,[35],jay and silent bob reboot,5.9,2019-10-15
tt0355295,21.564,1944,"[12, 14, 28, 35, 53]",the brothers grimm,5.7,2005-08-26
tt6340604,21.557,167,"[28, 53]",burn out,6.7,2018-01-03
tt4878482,21.554,1030,"[35, 18]",dumplin,6.9,2018-12-20
tt0287717,21.55,1487,"[28, 12, 35, 10751]",spy kids 2 the island of lost dreams,5.6,2002-08-07
tt3168230,21.547,1376,"[18, 9648]",mr holmes,6.5,2015-06-19
tt6450752,21.538,97,"[16, 35, 14, 10751]",hotel transylvania puppy!,6.3,2017-07-28
tt1179933,21.536,5607,"[18, 27, 878, 53]",10 cloverfield lane,6.9,2016-03-10
tt0816671,21.536,167,"[28, 16, 878, 10751, 10770]",teen titans trouble in tokyo,7.5,2006-09-15
tt1705952,21.535,457,"[16, 28, 12, 10751]",tarzan,5.8,2013-10-17
tt2620590,21.531,772,"[27, 9648, 53]",leatherface,5.4,2017-09-14
tt1150934,21.531,171,"[28, 27, 878]",anacondas trail of blood,4.6,2009-02-27
tt6499752,21.528,2440,"[28, 27, 878, 53]",upgrade,7.5,2018-06-01
tt0327554,21.523000000000003,2340,"[28, 14, 9648]",catwoman,4.5,2004-07-22
tt1292566,21.519,2509,"[35, 10749]",how to be single,6.2,2016-01-21
tt2387433,21.506,1237,"[27, 878, 53]",dark skies,6.2,2013-02-21
tt2238032,21.501,427,"[28, 35, 53, 9648]",skiptrace,5.6,2016-07-21
tt1929263,21.501,496,[18],heaven is for real,6.5,2014-04-16
tt6911608,21.496,2423,"[35, 10749]",mamma mia! here we go again,7.2,2018-07-09
tt6349302,21.483,158,"[28, 18, 53]",sniper ultimate kill,6.5,2017-10-03
tt0403703,21.471,195,"[12, 14, 16, 28, 35, 53, 878, 10751]",yugioh! the movie,5.8,2004-08-13
tt0366548,21.455,3591,"[16, 35, 10751]",happy feet,6.1,2006-11-16
tt1045658,21.444000000000006,9163,"[18, 35, 10749]",silver linings playbook,7.1,2012-09-08
tt1010048,21.438,7685,"[18, 10749]",slumdog millionaire,7.7,2008-05-12
tt3152624,21.436,2004,"[35, 10749]",trainwreck,5.8,2015-07-17
tt0780504,21.435,8663,"[18, 53, 80]",drive,7.6,2011-08-06
tt3793788,21.427,280,"[35, 18, 10749]",the escort,6.0,2015-11-05
tt0475944,21.424,668,"[14, 27]",the covenant,5.4,2006-09-08
tt0406759,21.415,656,"[18, 27, 53]",the eye,5.7,2008-02-01
tt2205697,21.401,1451,"[35, 18]",stuck in love,7.4,2013-06-14
tt0396752,21.4,2184,"[35, 14, 10751]",nanny mcphee,6.6,2005-10-21
tt4547056,21.395,1337,"[18, 27, 878, 53]",the girl with all the gifts,6.5,2016-09-23
tt5177088,21.388,853,"[28, 80, 18, 53]",the girl in the spiders web,6.1,2018-10-25
tt0304711,21.385,179,"[18, 14, 27, 9648, 10749, 53]",the order,5.0,2003-09-05
tt1691917,21.381,1130,"[16, 10751, 12, 35]",planes,5.8,2013-08-09
tt1656190,21.377,1599,"[28, 80, 53]",safe,6.4,2012-04-16
tt6791096,21.376,1579,"[35, 10749]",i feel pretty,6.4,2018-04-19
tt5580036,21.371,4004,[18],i tonya,7.5,2017-12-08
tt1134854,21.366,269,"[27, 878]",survival of the dead,4.8,2010-05-06
tt0960731,21.363000000000003,2077,"[35, 14, 10749, 10751]",bedtime stories,6.1,2008-12-24
tt2085930,21.356,225,"[16, 28, 878]",starship troopers invasion,5.6,2012-07-21
tt0251127,21.356,2413,"[35, 10749]",how to lose a guy in 10 days,6.7,2003-02-07
tt1068242,21.347,1194,"[18, 10402, 10749]",footloose,6.6,2011-10-06
tt2481498,21.339,2259,"[53, 80, 18]",extremely wicked shockingly evil and vile,7.0,2019-05-02
tt1598828,21.321,738,"[28, 35, 80]",one for the money,5.5,2012-01-26
tt4955162,21.294,119,"[16, 10402, 10751]",barbie in rock n royals,6.8,2015-08-13
tt0443536,21.292,1221,"[16, 35, 10751]",hoodwinked!,6.1,2005-12-16
tt6663582,21.288,1588,"[28, 35]",the spy who dumped me,6.4,2018-08-02
tt1390535,21.287,152,"[27, 53]",the final,5.7,2010-01-28
tt0289879,21.275,5029,"[878, 53]",the butterfly effect,7.5,2004-01-22
tt0281322,21.27,386,"[28, 12, 18, 53]",undisputed,6.5,2002-07-17
tt8366502,21.25,55,"[35, 27]",corporate animals,4.8,2019-09-20
tt0393162,21.244,1558,[18],coach carter,7.5,2005-01-14
tt0277371,21.24,1245,[35],not another teen movie,5.7,2001-12-07
tt4154916,21.238000000000003,778,"[878, 53]",replicas,5.9,2018-10-25
tt1220198,21.231,1041,"[9648, 878, 53]",the fourth kind,6.0,2009-11-06
tt0435625,21.229,2441,"[12, 27]",the descent,6.9,2005-07-08
tt3783958,21.224,12503,"[35, 18, 10402, 10749]",la la land,7.9,2016-11-29
tt7008872,21.199,893,[18],boy erased,7.1,2018-09-24
tt1384590,21.197,226,"[28, 12, 16, 14, 878]",green lantern first flight,6.6,2009-07-28
tt1454468,21.193,11752,"[878, 53, 18]",gravity,7.2,2013-10-03
tt4572514,21.189,1780,"[28, 80, 18]",patriots day,7.0,2016-12-12
tt0316396,21.177,1889,"[12, 14, 10751]",peter pan,7.2,2003-12-25
tt2160105,21.171,386,"[14, 53]",i still see you,6.7,2018-09-27
tt6820256,21.165,635,[18],arctic,6.3,2018-11-21
tt0399201,21.163,3822,"[28, 53, 878, 12]",the island,6.7,2005-07-21
tt2436386,21.152,1809,"[878, 53]",project almanac,6.6,2015-01-28
tt0144084,21.151,5940,"[80, 18, 27, 53]",american psycho,7.3,2000-04-13
tt0477348,21.146,7808,"[80, 18, 53]",no country for old men,7.9,2007-11-08
tt0815245,21.145,1004,[27],the uninvited,6.5,2009-01-30
tt4565520,21.143,502,"[35, 10749]",the layover,5.3,2017-09-01
tt1542344,21.139,5519,"[12, 18, 53]",127 hours,7.0,2010-11-05
tt0810900,21.117,2903,"[35, 18, 10402, 10749, 10751, 10770]",high school musical 2,6.5,2007-08-17
tt0441796,21.11,464,"[27, 53]",stay alive,5.7,2006-03-24
tt7074092,21.097,304,"[10749, 10751]",christmas wedding planner,5.5,2017-12-14
tt2510434,21.094,183,"[27, 878, 53]",alien abduction,5.1,2014-04-04
tt8075260,21.091,876,"[35, 10749]",someone great,6.4,2019-04-19
tt0465234,21.086,3685,"[28, 12, 9648, 53]",national treasure book of secrets,6.3,2007-12-13
tt4042818,21.078000000000007,503,[18],the death & life of john f donovan,7.1,2019-03-13
tt2368254,21.067,290,"[18, 10752]",a private war,6.9,2018-11-16
tt0480255,21.036,1090,"[28, 12, 80, 9648, 53]",the losers,6.2,2010-04-23
tt1441395,21.034,2273,"[18, 878, 53]",under the skin,6.1,2013-08-29
tt1273221,21.025,129,"[80, 18, 9648, 53]",london fields,5.1,2018-09-20
tt0492878,21.017,96,"[12, 35, 80, 18, 10402, 10751, 10770]",drake & josh go hollywood,6.5,2006-01-01
tt0408839,21.015,1104,"[35, 10749]",the heartbreak kid,5.7,2007-10-05
tt2081438,20.986,56,"[28, 27]",zombie massacre,4.4,2013-06-06
tt1371111,20.984,5353,"[18, 878]",cloud atlas,6.8,2012-10-26
tt3416536,20.983,371,"[35, 18]",hot summer nights,6.8,2018-07-26
tt0253754,20.976,912,"[878, 28, 12, 53]",star trek nemesis,6.2,2002-12-13
tt1564777,20.969,1275,"[18, 14, 10749]",fallen,6.1,2016-11-10
tt1798709,20.967,10322,"[18, 878, 10749]",her,7.9,2013-12-18
tt6131450,20.954,77,"[28, 18, 53]",asher,5.9,2018-12-07
tt1408253,20.943,1607,"[28, 35]",ride along,6.3,2014-01-07
tt0963966,20.928,3677,"[14, 12, 28]",the sorcerers apprentice,6.0,2010-07-13
tt4940416,20.925,105,"[16, 10751, 12, 35]",duck duck goose,6.2,2018-03-09
tt3513548,20.922,1163,"[80, 18]",richard jewell,7.5,2019-12-13
tt0250494,20.922,2425,[35],legally blonde,6.6,2001-07-13
tt0401398,20.919,836,"[16, 35, 10751]",kronks new groove,6.3,2005-12-05
tt2402157,20.91,1019,"[28, 80, 53]",the november man,6.1,2014-08-27
tt2171867,20.909,463,"[28, 18]",empire state,5.3,2013-09-03
tt1340108,20.878,38,"[28, 16, 80, 53]",killer bean forever,6.0,2009-09-24
tt1464174,20.877,848,"[80, 35, 28]",big mommas like father like son,5.6,2011-02-16
tt1228987,20.868,1392,"[18, 27, 9648]",let me in,6.7,2010-10-01
tt0800325,20.843000000000004,692,"[18, 36, 10402]",the dirt,7.5,2019-03-22
tt2494376,20.791,634,"[28, 16, 14, 878, 53]",justice league dark,7.3,2017-01-24
tt6408226,20.788,389,"[18, 10749]",newness,6.0,2017-11-03
tt3181776,20.781,367,"[28, 80, 53]",momentum,5.8,2015-10-15
tt4729896,20.77,35,[18],apostasy,6.9,2017-09-29
tt0361089,20.766,593,"[12, 16, 35, 10751, 10752]",valiant,5.4,2005-03-25
tt0327850,20.762,1259,"[12, 28, 35, 53]",the rundown,6.4,2003-09-26
tt6266538,20.745,2214,"[35, 18, 36]",vice,7.1,2018-12-25
tt5719700,20.745,927,"[35, 18, 10749]",home again,6.1,2017-09-07
tt0219653,20.738000000000003,364,"[53, 27]",dracula 2000,4.8,2000-12-22
tt1570728,20.731,5773,"[35, 18, 10749]",crazy stupid love,7.3,2011-07-29
tt0409182,20.729,1391,"[28, 12, 18, 53]",poseidon,5.8,2006-05-10
tt1014775,20.725,700,"[12, 35, 10751, 10749]",beverly hills chihuahua,5.2,2008-10-03
tt0322330,20.717,2592,"[35, 10751, 10749, 10402, 14]",freaky friday,6.3,2003-08-05
tt0354623,20.715,163,"[27, 53]",hellraiser hellworld,4.8,2005-09-06
tt0450385,20.714,2882,[27],1408,6.6,2007-06-22
tt0970416,20.706,2295,"[18, 878, 53]",the day the earth stood still,5.5,2008-12-10
tt1059786,20.703000000000007,1981,"[28, 9648, 53]",eagle eye,6.4,2008-09-25
tt3387542,20.694000000000006,1278,"[27, 9648, 53]",the forest,5.1,2016-01-07
tt6684714,20.673,254,[28],acts of violence,5.8,2018-01-12
tt4006302,20.668000000000006,156,"[878, 53]",level 16,6.0,2018-02-20
tt0281190,20.663,114,"[28, 12, 80, 18]",shottas,7.4,2002-02-27
tt1600195,20.658,2262,"[53, 28, 9648]",abduction,5.9,2011-09-22
tt3529198,20.656,46,"[16, 10402, 10751]",my little pony equestria girls rainbow rocks,7.3,2014-09-27
tt0448157,20.656,6912,"[14, 28]",hancock,6.3,2008-07-01
tt4846340,20.647,6270,"[18, 36]",hidden figures,8.0,2016-12-10
tt1988591,20.645,485,"[28, 878, 53]",death race inferno,5.7,2013-01-04
tt1524137,20.628,1447,"[53, 28, 18, 80]",contraband,6.3,2012-01-12
tt6262764,20.625,374,"[10751, 18]",rip tide,6.1,2017-10-03
tt2946582,20.625,178,"[16, 14, 10751]",barbie mariposa & the fairy princess,6.8,2013-08-26
tt2452200,20.621,494,"[28, 80, 18, 53]",son of a gun,6.2,2014-10-16
tt5104604,20.616,3052,"[12, 35, 16]",isle of dogs,7.9,2018-03-23
tt2582576,20.607,499,"[28, 18, 10752]",sand castle,6.4,2017-04-21
tt0203019,20.599,1360,[18],men of honor,7.3,2000-09-13
tt0227538,20.596,2370,"[28, 12, 35, 10751]",spy kids,5.8,2001-03-18
tt0799949,20.576,973,"[28, 12, 35]",epic movie,3.8,2007-01-25
tt1935897,20.572,749,"[53, 27]",amityville the awakening,5.4,2017-07-20
tt1494772,20.564,396,"[28, 12, 16]",justice league crisis on two earths,7.3,2010-02-23
tt3468260,20.559,122,"[28, 16, 878, 10751]",jla adventures trapped in time,6.3,2014-01-21
tt1196141,20.554,1002,"[35, 10751]",diary of a wimpy kid,6.1,2010-03-19
tt4680182,20.543000000000006,1341,"[18, 14, 878]",colossal,6.2,2016-09-09
tt3464902,20.543000000000006,4086,"[35, 18, 878, 53, 10749]",the lobster,7.0,2015-10-15
tt5001718,20.535,3154,"[18, 10749]",everything everything,7.2,2017-05-18
tt7241654,20.519,40,"[28, 80, 53]",gangster land,5.6,2017-12-01
tt3569230,20.518,2262,"[80, 53]",legend,6.9,2015-09-09
tt0867418,20.508000000000006,127,"[12, 16, 35, 14, 9648, 10751]",scoobydoo! pirates ahoy!,7.2,2006-01-01
tt2473510,20.503,959,"[27, 53]",paranormal activity the ghost dimension,5.3,2015-10-21
tt0989757,20.502,3244,"[18, 10749, 10752]",dear john,6.8,2010-02-04
tt1524575,20.499,513,"[27, 53]",the vatican tapes,5.0,2015-07-24
tt0389722,20.489,1826,"[27, 53]",30 days of night,6.3,2007-10-17
tt2404311,20.488000000000003,2123,"[80, 35, 28]",the family,6.3,2013-09-13
tt0181689,20.488000000000003,5845,"[28, 9648, 878, 53]",minority report,7.3,2002-06-20
tt1450334,20.479,174,"[16, 10751]",pixie hollow games,6.8,2011-12-24
tt1270761,20.478,747,"[14, 27, 53]",dont be afraid of the dark,5.7,2010-11-06
tt1921064,20.477,2498,"[28, 12, 36, 10749, 18]",pompeii,5.5,2014-02-18
tt0479997,20.476,1703,"[12, 14, 28]",season of the witch,5.4,2011-01-07
tt0798817,20.45,507,"[18, 53]",13,5.7,2010-03-12
tt0437954,20.45,185,"[28, 12, 35, 10749]",virgin territory,4.4,2007-12-17
tt1509767,20.434,1930,"[12, 28, 53]",the three musketeers,5.8,2011-08-31
tt5783956,20.419,1819,"[35, 14, 10749]",when we first met,6.6,2018-02-09
tt5431890,20.41,390,"[18, 36, 53]",official secrets,7.2,2019-08-30
tt0322589,20.407,850,"[10402, 10749, 10751]",honey,6.3,2003-11-24
tt6476140,20.402,1027,"[18, 9648, 53]",serenity,5.4,2019-01-24
tt7946422,20.399,357,[878],prospect,6.1,2018-10-02
tt0477080,20.399,2366,"[28, 53]",unstoppable,6.5,2010-11-04
tt4779496,20.396,62,"[16, 10751]",monster high boo york boo york,7.1,2015-10-19
tt1034415,20.393,1490,"[14, 27]",suspiria,6.9,2018-10-11
tt6127004,20.389,255,"[14, 878, 53]",paradise hills,6.2,2019-08-29
tt0465940,20.375,856,"[16, 10749, 10751, 14]",cinderella iii a twist in time,6.4,2007-02-06
tt0385752,20.369,3352,"[12, 14]",the golden compass,6.0,2007-12-04
tt0368447,20.367,2713,"[18, 9648, 53]",the village,6.4,2004-07-30
tt3361792,20.366,817,"[18, 36, 10752, 10749]",tolkien,6.9,2019-05-03
tt0259685,20.365,384,"[28, 35, 27, 878, 53]",tremors 3 back to perfection,5.7,2001-10-02
tt2726560,20.354,2290,"[18, 10749]",the longest ride,7.5,2015-04-09
tt1568346,20.35,4896,"[80, 18, 9648, 53]",the girl with the dragon tattoo,7.3,2011-12-14
tt0429591,20.348,1090,"[14, 10749, 10751, 35]",aquamarine,6.3,2006-03-03
tt2024469,20.34,3952,"[28, 53, 9648]",nonstop,6.8,2014-02-26
tt4356480,20.33,311,"[35, 18, 10751]",the healer,7.2,2017-02-17
tt1478338,20.317,3313,"[35, 10749]",bridesmaids,6.5,2011-05-13
tt4731136,20.306,2740,"[27, 9648, 878, 53]",a cure for wellness,6.3,2016-12-10
tt5776858,20.297,2301,"[18, 10749]",phantom thread,7.3,2017-12-25
tt0494238,20.293,1528,"[12, 14, 10751]",inkheart,6.3,2008-12-11
tt4003440,20.292,1505,"[18, 27, 80, 53]",the house that jack built,7.2,2018-10-04
tt0349683,20.291,1874,"[12, 10752, 36, 28]",king arthur,6.2,2004-07-07
tt3609402,20.283,51,"[18, 36, 10770]",killing jesus,5.9,2015-04-05
tt0422720,20.283,1807,"[18, 36]",marie antoinette,6.6,2006-05-24
tt1226837,20.263,1244,[18],beautiful boy,7.5,2018-10-12
tt2402927,20.26,2592,"[10749, 18]",carol,7.5,2015-11-20
tt4557208,20.257,77,"[28, 27, 53]",armed response,4.6,2017-08-04
tt0398808,20.254,3183,"[12, 18, 10751]",bridge to terabithia,7.2,2007-02-16
tt1068680,20.25,4564,[35],yes man,6.6,2008-12-09
tt5563334,20.242,464,"[80, 18, 9648]",the good liar,6.7,2019-11-08
tt0223897,20.239,1154,[18],pay it forward,7.2,2000-10-20
tt1699231,20.236,354,"[27, 9648, 878]",quarantine 2 terminal,5.7,2011-06-16
tt2105044,20.234,806,"[53, 27]",v/h/s,6.0,2012-07-28
tt0400497,20.23,1650,"[35, 10751, 12, 14, 10749]",herbie fully loaded,5.6,2005-06-22
tt3488056,20.227,70,"[28, 12, 18]",100 earthquake,4.8,2014-10-15
tt1567609,20.224,1048,"[28, 53, 80, 18]",get the gringo,6.5,2012-03-15
tt8734822,20.216,33,"[16, 35, 14, 10402]",my little pony best gift ever,7.5,2018-10-27
tt0414853,20.214,623,"[16, 35, 10751]",barnyard,5.6,2006-08-04
tt1253864,20.213,1799,"[14, 28, 18]",immortals,5.9,2011-11-10
tt1276104,20.201,7835,"[28, 878, 53]",looper,6.8,2012-09-26
tt7078658,20.199,49,[35],the day shall come,6.1,2019-10-11
tt0165929,20.197,737,"[28, 80, 53]",romeo must die,6.1,2000-03-20
tt0822847,20.195,1535,"[28, 27, 53]",priest,5.7,2011-05-05
tt1500491,20.181,734,"[28, 53, 878]",death race 2,5.7,2010-11-12
tt2582782,20.179,3117,"[80, 37]",hell or high water,7.3,2016-08-12
tt5767628,20.165,49,"[28, 80]",kill em all,5.2,2017-05-08
tt0429589,20.159,933,"[12, 16, 35, 14, 10751]",the ant bully,5.7,2006-07-28
tt1230414,20.149,903,"[35, 10749]",its complicated,6.4,2009-12-23
tt5598292,20.147,505,"[27, 53, 9648]",polaroid,5.7,2019-01-10
tt0425112,20.143,5105,"[80, 28, 35]",hot fuzz,7.5,2007-02-14
tt1152398,20.142,2217,"[18, 14, 10749]",beastly,6.3,2011-01-21
tt5155780,20.138,866,"[18, 9648, 878, 53, 10749]",the discovery,6.3,2017-03-31
tt3544112,20.133,1564,"[35, 10749, 18, 10402]",sing street,7.9,2016-03-11
tt1748227,20.108,649,"[27, 53]",the collection,6.2,2012-09-21
tt0425430,20.108,519,"[27, 9648, 53]",the messengers,5.6,2007-02-02
tt0413099,20.102,3042,"[14, 35, 10751]",evan almighty,5.5,2007-06-09
tt7315484,20.1,865,"[18, 14, 27, 53]",the silence,6.0,2019-05-16
tt0242445,20.096,255,"[28, 80, 53]",exit wounds,5.5,2001-03-13
tt0430912,20.092,441,"[80, 9648, 53]",basic instinct 2,4.9,2006-03-29
tt2911668,20.091,257,[53],beyond the reach,5.7,2014-09-06
tt0455407,20.078,1299,"[9648, 27, 28]",the crazies,6.2,2010-02-26
tt0185431,20.077,1148,"[35, 14, 10749, 27]",little nicky,5.7,2000-11-10
tt1235522,20.07,1005,"[80, 18, 53]",broken city,5.9,2013-01-18
tt0317740,20.067,3850,"[28, 80]",the italian job,6.7,2003-05-30
tt7464188,20.063,109,"[35, 14, 27]",in fabric,5.8,2018-12-06
tt1243957,20.043,4017,"[28, 53, 10749]",the tourist,6.2,2010-12-08
tt1390411,20.038,2844,"[53, 18, 12, 28, 36]",in the heart of the sea,6.7,2015-11-20
tt3442006,20.035,696,[18],cake,6.4,2014-09-07
tt1308728,20.007,651,"[28, 35, 80]",the happytime murders,5.7,2018-08-22
tt5294518,20.005,844,[27],eli,5.9,2019-10-18
tt0955308,20.001,3228,"[28, 12, 18]",robin hood,6.4,2010-05-12
tt4577344,19.998,70,"[27, 53]",clowntown,4.6,2016-06-27
tt1343727,19.989,3461,"[28, 878]",dredd,6.7,2012-09-07
tt0790636,19.987,6191,"[18, 36]",dallas buyers club,8.0,2013-11-17
tt1213663,19.976,3778,"[28, 35, 878]",the worlds end,6.8,2013-07-18
tt0795338,19.968,271,"[16, 10751]",the barbie diaries,6.2,2006-05-17
tt1078588,19.961,1472,[18],my sisters keeper,7.4,2009-06-26
tt7058080,19.958,126,"[18, 9648, 53]",angel of mine,6.3,2019-08-15
tt4651520,19.953,3218,[35],bad moms,6.5,2016-07-28
tt7014110,19.946,141,"[35, 10749]",bring it on worldwide #cheersmack,5.9,2017-08-29
tt0775539,19.939,244,"[18, 10402]",stomp the yard,6.6,2007-05-16
tt7022034,19.938,32,[99],counterpunch,6.5,2017-06-16
tt2403021,19.927,863,"[28, 12, 27, 53]",the green inferno,5.5,2013-09-08
tt2617456,19.923,233,"[28, 12, 16]",superman unbound,6.6,2013-04-23
tt0386140,19.923,2050,"[28, 12]",the legend of zorro,6.1,2005-10-24
tt0479884,19.922,2438,"[28, 53, 80]",crank,6.6,2006-08-31
tt5804314,19.882,42,[18],let there be light,6.3,2017-10-27
tt0470055,19.881,460,"[18, 27, 53]",open water 2 adrift,5.4,2006-07-10
tt3411432,19.876,207,"[12, 16, 35, 10751]",ooops! noah is gone,6.2,2015-04-09
tt1726592,19.874,1395,"[9648, 53]",before i go to sleep,6.5,2014-09-03
tt6433880,19.87,157,"[27, 35, 14]",anna and the apocalypse,6.1,2017-09-22
tt1247690,19.865,758,[18],serena,5.6,2014-10-12
tt0810913,19.861,1467,[35],jack and jill,4.2,2011-11-11
tt2822672,19.859,182,"[12, 16, 35, 10402, 10751]",rock dog,6.1,2016-07-08
tt3387648,19.844,688,"[27, 9648, 53]",the taking of deborah logan,6.3,2014-10-21
tt4105584,19.827,106,"[16, 10751]",deep,6.0,2017-05-18
tt2569088,19.821,179,"[28, 12, 80]",the saint,5.1,2017-07-11
tt0447854,19.819000000000006,670,"[16, 18, 10751]",bambi ii,6.4,2006-01-26
tt3892172,19.814,689,[18],leave no trace,6.8,2018-06-29
tt0183790,19.801,2087,"[12, 18, 10749, 28]",a knights tale,6.8,2001-05-11
tt2005374,19.796,981,"[80, 53]",the frozen ground,6.2,2013-07-11
tt0455499,19.791,1453,"[12, 16, 35, 10751]",garfield a tail of two kitties,5.4,2006-06-15
tt1027718,19.784,1017,"[18, 80]",wall street money never sleeps,6.0,2010-09-02
tt0245844,19.783,1096,[12],the count of monte cristo,7.6,2002-01-23
tt1187064,19.782,1485,[27],triangle,6.8,2009-10-16
tt2937898,19.776,990,"[80, 18, 53]",a most violent year,6.6,2014-12-30
tt0465580,19.764,1576,"[28, 878]",push,6.1,2009-02-04
tt1433108,19.73,1214,"[80, 18, 28, 53]",faster,6.3,2010-11-23
tt6495770,19.715,229,"[35, 18]",action point,5.4,2018-06-01
tt6294892,19.712,77,"[80, 18, 9648, 53]",awakening the zodiac,5.1,2017-06-09
tt4717798,19.71,128,"[10751, 16, 35]",scoobydoo! and kiss rock and roll mystery,7.8,2015-07-10
tt1777608,19.707,80,"[16, 35, 9648, 10751]",scoobydoo! legend of the phantosaur,7.0,2011-09-06
tt0298814,19.707,1153,"[28, 53, 12, 878]",the core,5.7,2003-03-28
tt6917210,19.693,40,"[18, 28]",buffalo boys,7.0,2018-07-19
tt0342258,19.69,1239,"[28, 80]",unleashed,6.8,2005-02-02
tt0481141,19.69,765,"[35, 10749, 18]",no reservations,6.4,2007-06-15
tt0212346,19.681,2647,"[28, 35, 80]",miss congeniality,6.5,2000-12-14
tt6063050,19.678,232,[53],acrimony,6.6,2018-03-30
tt2325989,19.675,653,"[10751, 10402, 10770, 35]",teen beach movie,6.8,2013-08-07
tt0465502,19.657,322,"[16, 35, 14, 10751]",igor,5.6,2008-09-19
tt1457765,19.654,350,"[18, 27, 53]",the haunting in connecticut 2 ghosts of georgia,5.8,2013-02-01
tt5109784,19.646,4708,"[18, 27, 9648]",mother!,7.0,2017-09-13
tt4975722,19.631,5207,[18],moonlight,7.4,2016-10-21
tt8923482,19.629,71,[99],one child nation,7.4,2019-03-29
tt3148834,19.629,246,"[12, 16, 14, 10751]",the house of magic,6.3,2013-12-24
