id,studio,rating,budget,dom_gross,world_gross
tt0465997,,G,,,
tt0443706,Paramount Pictures,R,65000000,33080084,84785914
tt0491175,Paramount Pictures,R,,5775178,12751667
tt0997152,,R,,,716580
tt1754656,Entertainment One,PG,,1339152,97571250
tt0351977,Metro-Goldwyn-Mayer (MGM),PG-13,46000000,46437717,57223890
tt1001508,Warner Bros.,PG-13,,93953653,178866158
tt2932536,Entertainment Studios Motion Pictures,PG-13,5300000,44307191,62198461
tt1034385,,0,,,737478
tt1418377,Lionsgate,PG-13,65000000,19075290,76801179
tt1666186,Twentieth Century Fox,PG-13,20000000,36661504,80547866
tt0206314,Twentieth Century Fox,R,23000000,21974919,36642838
tt3721964,STX Entertainment,R,,4969853,11001627
tt0177971,Warner Bros.,PG-13,140000000,182618434,328718434
tt0208003,Twentieth Century Fox,PG-13,30000000,117559438,173959438
tt2039393,Paramount Pictures,R,25000000,33680992,39280992
tt0449089,Sony Pictures Entertainment (SPE),PG,50000000,71726025,87528173
tt3521164,Walt Disney Studios Motion Pictures,PG,,248757044,643350610
tt4685806,,R,,,221359
tt9285882,Paramount Pictures,R,,,5881391
tt8358220,,0,,,6713
tt0373051,Warner Bros.,PG,60000000,101704370,244232688
tt1458175,Lionsgate,PG-13,30000000,21148651,67448651
tt5640450,,0,,,
tt0990407,Sony Pictures Entertainment (SPE),PG-13,120000000,98780042,227817248
tt4497416,,0,,,
tt1308729,Warner Bros.,R,,9489829,21947209
tt0229440,,R,,,
tt7158430,Gunpowder & Sky,PG-13,,2386251,2417165
tt1131748,,0,,,
tt4361050,Universal Pictures,PG-13,9000000,35144505,81705746
tt2561572,Warner Bros.,R,40000000,90411453,111711453
tt0362227,DreamWorks Distribution,PG-13,60000000,77872883,219100084
tt7525778,,0,,,
tt0823671,,G,,,9199510
tt0356150,DreamWorks Distribution,R,25000000,17771387,22605153
tt3231054,Sony Pictures Entertainment (SPE),PG-13,20000000,36880033,46432579
tt0421729,Twentieth Century Fox,PG-13,40000000,70165972,141522961
tt3647498,,R,,,6903033
tt0817230,Warner Bros.,PG-13,52000000,110485654,216485654
tt2209764,Warner Bros.,PG-13,100000000,23022309,103039258
tt3906082,IFC Films,PG-13,,108900,2096600
tt1212428,Bleecker Street Media,PG-13,,8580410,19263938
tt10736082,,0,,,
tt0371724,Walt Disney Studios Motion Pictures,PG,50000000,51085416,104478416
tt8816194,Saban Films,R,,96713,117947
tt2106361,Warner Bros.,PG-13,50000000,47602194,161502194
tt2865120,Focus Features,PG,,8821329,13385737
tt1421378,,0,,,
tt0215750,Paramount Pictures,R,68000000,51401758,96976270
tt5022702,,R,,,
tt2944198,IFC Films,R,,13848,13848
tt0452625,Lionsgate,R,,35017297,59768495
tt4581576,,R,,,840809
tt0481369,New Line Cinema,R,30000000,35193167,77677553
tt3787590,Warner Bros.,R,,3591417,11122090
tt0274546,,R,,,
tt5093026,Bleecker Street Media,R,,2335896,10060903
tt0288045,TriStar Pictures,PG-13,,22219192,34268701
tt1430612,Relativity Media,PG-13,28000000,20396829,71416730
tt1814614,,PG,,,
tt0443473,Lionsgate,R,,7371706,8642858
tt0407121,Walt Disney Studios Motion Pictures,G,20000000,18098433,52858433
tt6217804,Lionsgate,PG-13,25000000,47319572,48333932
tt1596365,CBS Films,PG-13,,54333290,128955898
tt2476918,,0,,,
tt7549996,Roadside Attractions,PG-13,,24313888,43660268
tt1579247,,0,,,
tt0960890,,R,,,82360
tt0381849,Lionsgate,R,55000000,53606916,70016220
tt3451230,Paladin,PG,,53447,2093725
tt2180411,Walt Disney Studios Motion Pictures,PG,50000000,128002372,212902372
tt7319822,,R,,,
tt9381998,,0,,,77542
tt3467412,,R,,,2350695
tt6946580,,0,,,
tt0970452,,R,,,19652185
tt0443701,Twentieth Century Fox,PG-13,30000000,20982478,69363381
tt0485947,,R,,3622,3559160
tt4677938,,PG-13,,,
tt4943998,,0,,,
tt7983844,,0,,,
tt6048930,,0,,,
tt1564585,Universal Pictures,PG-13,10000000,21393620,66984887
tt8457394,,0,,,
tt2752758,Twentieth Century Fox,R,7000000,15821461,36921560
tt1560985,Paramount Pictures,R,1000000,53261944,101758490
tt0303933,Twentieth Century Fox,PG-13,20000000,56399184,57588485
tt0806203,Paramount Vantage,PG-13,,104352,5805279
tt1205535,,R,,,21791288
tt1288403,,R,,,844447
tt1212450,The Weinstein Company,R,,37400127,55404207
tt2652118,Netflix,PG-13,,,38659039
tt2268617,,0,,,
tt0469494,Paramount Vantage,R,25000000,40222514,76181545
tt1327194,Warner Bros.,PG-13,,60457138,99357138
tt0309698,Sony Pictures Entertainment (SPE),R,28000000,52159536,90259536
tt2326612,A24,R,,1075178,2096212
tt2392748,Cinedigm Entertainment Group,R,,,
tt1104123,,PG-13,,,
tt1641841,Magnolia Pictures,R,,1242,595268
tt4765284,Universal Pictures,PG-13,45000000,104897530,185400345
tt0762107,Universal Pictures,PG-13,85000000,120059556,187134117
tt3685236,,0,,,
tt0418819,Universal Pictures,R,15000000,20700082,47074133
tt1116184,Paramount Pictures,R,20000000,117229692,171685792
tt0200550,Walt Disney Studios Motion Pictures,PG-13,45000000,60786269,113916474
tt0942385,DreamWorks,R,92000000,110515313,195702811
tt1904996,FilmDistrict,R,35000000,17616641,46922566
tt5153860,,R,,,22253
tt7671064,Amazon Studios,R,,7189808,7442106
tt0120824,Miramax,R,38000000,11434216,24690441
tt0161081,DreamWorks Distribution,PG-13,100000000,155464351,291420351
tt0350258,Universal Pictures,PG-13,40000000,75331600,123971376
tt1712261,Open Road Films (II),R,,12639297,23177948
tt6172460,,0,,,
tt1907668,Paramount Pictures,R,31000000,93772375,161772375
tt3877296,Excel Entertainment,PG-13,,1348456,1348456
tt0490215,Paramount Pictures,R,,7100177,23834809
tt2140507,101 Studios,PG-13,,5979540,12217160
tt1781896,,PG-13,,,
tt8266310,Warner Bros.,PG-13,,11901145,18096691
tt1398941,,PG-13,,,
tt0424095,DreamWorks,PG,149000000,64665672,178281554
tt0238380,Dimension Films,R,,1203794,5368217
tt1876547,,R,,,
tt0452681,Walt Disney Studios Motion Pictures,G,,84500122,110768122
tt0449086,Warner Bros.,R,,251495,251495
tt0400717,Sony Pictures Entertainment (SPE),PG,85000000,85105259,200811689
tt0370032,Screen Gems,PG-13,30000000,18535812,31070211
tt6110430,,0,,,
tt0249462,Focus Features,R,5000000,21995263,109283018
tt0380623,Universal Pictures,PG,10000000,16535005,19770475
tt1536044,Paramount Pictures,R,3000000,84752907,177512032
tt0308644,Miramax,PG,25000000,51680613,116650613
tt1526300,,0,,,
tt3831810,,0,,,
tt0366627,Warner Independent Pictures (WIP),R,,6303762,21733230
tt1204342,Walt Disney Studios Motion Pictures,PG,45000000,88631237,165184237
tt3385524,Sony Pictures Classics,PG,,5470235,24420923
tt2799166,Twentieth Century Fox,R,,2756333,16861137
tt1499249,,R,,,
tt7608534,,0,,,
tt1389139,Screen Gems,PG-13,10000000,29747603,30658387
tt1911644,TriStar Pictures,R,13000000,51872378,68572631
tt1533058,,0,,,
tt0787524,IFC Films,PG-13,,3866794,12252684
tt0985699,United Artists,PG-13,75000000,83077833,201545517
tt1657517,Sony Pictures Classics,PG-13,,1077584,1138962
tt0377981,Walt Disney Studios Motion Pictures,G,,99967670,193967670
tt0983193,Paramount Pictures,PG,,77591831,373993951
tt4137924,,0,,,
tt1571222,Sony Pictures Classics,R,,5704709,30519436
tt0432283,Twentieth Century Fox,PG,40000000,21002919,46472606
tt1791528,Warner Bros.,R,,8110975,14710975
tt3625152,,R,,,
tt6977240,,R,,,
tt0816442,Twentieth Century Fox,PG-13,,21488481,76586316
tt0280030,Walt Disney Studios Motion Pictures,G,20000000,48430258,115121981
tt0216216,Sony Pictures Entertainment (SPE),PG-13,82000000,34604280,96085477
tt8861802,,0,,,
tt0808510,Twentieth Century Fox,PG,48000000,60022256,112462508
tt0320661,Twentieth Century Fox,R,130000000,47398413,218122627
tt1524930,Warner Bros.,R,31000000,58884188,107228221
tt1924429,Fox Searchlight Pictures,R,20000000,2328743,24261569
tt0411705,Tartan,0,,66853,1590308
tt0192255,New Line Cinema,PG,35000000,13572400,27965865
tt1781827,The Weinstein Company,R,,4712792,4978353
tt0181875,DreamWorks Distribution,R,60000000,32534850,47383689
tt1103153,Lionsgate,PG-13,75000000,47059963,98159963
tt2024544,Fox Searchlight Pictures,R,20000000,56671993,187733202
tt4651410,,R,,,567064
tt6685596,,G,,,10745061
tt0253556,Walt Disney Studios Motion Pictures,PG-13,60000000,43061982,82150183
tt1205537,Paramount Pictures,PG-13,60000000,50577412,135503748
tt0339291,Paramount Pictures,PG,140000000,118634549,211468235
tt0240890,Miramax,PG-13,,50294317,77516304
tt5691670,A24,R,,46083,2053469
tt3170832,A24,R,,14677654,35401758
tt1972779,Relativity Media,PG-13,26000000,26766213,38609668
tt0423294,Sony Pictures Entertainment (SPE),PG,,58867694,152005713
tt0401792,Dimension Films,R,40000000,74103820,158733820
tt4587366,,R,,,317827
tt5851014,,0,,,
tt0803093,,PG-13,,,
tt2239832,Screen Gems,PG-13,24000000,65182182,70181428
tt1053424,Universal Pictures,R,32000000,13794835,18409891
tt1821658,Open Road Films (II),PG,42000000,64251541,120885527
tt3053228,,R,,,277922
tt3963816,,R,,,1616004
tt0848557,Third Rail Releasing,R,,958961,5540941
tt0399295,Lionsgate,R,50000000,24149632,72617068
tt0307987,Dimension Films,R,23000000,60060328,76488889
tt0478311,Universal Pictures,R,30000000,148768917,219922417
tt1588173,Lionsgate,PG-13,35000000,66380662,116980662
tt7374948,,PG-13,,,
tt2679552,,0,,,2128301
tt0208092,Screen Gems,R,,30328156,83557872
tt1085492,,R,,,1289595
tt0337636,,R,,,
tt6425560,,0,,,
tt1659343,Magnolia Pictures,R,,5460,1402307
tt1298649,Twentieth Century Fox,R,68000000,35353000,68267862
tt0277434,Paramount Pictures,R,75000000,78122718,115374915
tt0398712,Rogue Pictures,R,30000000,20040895,35294470
tt1945084,RADiUS-TWC,R,,,358156
tt2023453,Twentieth Century Fox,PG,22000000,49008662,77229695
tt0425123,DreamWorks Distribution,PG-13,58000000,48318130,102854431
tt1458169,Aviron Pictures,R,21000000,30971040,34814102
tt1152836,Universal Pictures,R,100000000,97104620,214104620
tt3462696,,PG-13,,,9240
tt4669788,Focus Features,PG-13,,24704837,38755900
tt0218922,Metro-Goldwyn-Mayer (MGM),R,42000000,16534221,35402320
tt0212338,Universal Pictures,PG-13,55000000,166244045,330444045
tt0427152,DreamWorks,PG-13,69000000,73026337,86855739
tt2667380,Independent,0,,,25427
tt1093908,Walt Disney Studios Motion Pictures,PG,,44277350,108394089
tt4720702,,0,,,79888
tt1655442,The Weinstein Company,PG-13,15000000,44671682,133432856
tt1621039,Relativity Media,PG,55000000,55750480,110387072
tt0431197,Universal Pictures,R,70000000,47536778,87019158
tt4729560,,0,,,13808590
tt0338751,Miramax,PG-13,110000000,102610330,213719942
tt0319061,Sony Pictures Entertainment (SPE),PG-13,70000000,66809693,123218424
tt3733778,,0,,,2914020
tt0250797,Twentieth Century Fox,R,50000000,52775765,119137784
tt1032815,Twentieth Century Fox,PG-13,18000000,14800725,15821907
tt0368578,Revolution Studios,PG,32000000,82674398,97918663
tt0397535,Sony Pictures Entertainment (SPE),PG-13,85000000,57490508,162242962
tt0901476,Twentieth Century Fox,PG,30000000,58715510,115375850
tt3567288,Universal Pictures,PG-13,5000000,65206105,98450062
tt0985694,Twentieth Century Fox,R,10500000,26593646,45491656
tt4519400,,0,,,
tt1355644,Sony Pictures Entertainment (SPE),PG-13,110000000,100014699,303144152
tt1975159,,PG-13,,,2871035
tt1067774,Twentieth Century Fox,PG,20000000,23186769,39782683
tt2404463,Twentieth Century Fox,R,43000000,159582188,229930771
tt0346491,Warner Bros.,R,155000000,34297191,167298192
tt1701223,,PG-13,,,
tt3316948,Lionsgate,R,28000000,14440985,27262374
tt4191054,Walt Disney Studios Motion Pictures,PG,,12429583,13603453
tt0367093,,R,,,
tt0466909,Twentieth Century Fox,R,25000000,54607383,119974972
tt0371823,,G,,,
tt0809504,Yari Film Group Releasing,PG-13,,,22707064
tt2011118,,0,,,
tt1731697,Anchor Bay Films,R,1500000,1165882,1544989
tt0436339,Walt Disney Studios Motion Pictures,PG,150000000,119436770,292817841
tt0379786,Universal Pictures,PG-13,39000000,25514517,40445129
tt6205872,Neon,R,,2005142,2584988
tt1691916,Open Road Films (II),PG-13,,12241122,16373843
tt8178486,,R,,,
tt1231277,,R,,,1079949
tt0796302,Peace Arch Entertainment,R,,44852,44852
tt1780967,Amazon Studios,R,,434702,585845
tt0208185,,G,,,
tt4955566,Orion Pictures,0,,1481,35842
tt0408345,Warner Bros.,PG-13,,48751189,82751189
tt0974014,Newmarket Films,PG-13,,341323,2058675
tt7087210,IFC Films,R,,26284,26284
tt1151922,Fox Searchlight Pictures,R,,4543320,4591629
tt8361028,,0,,,
tt0207201,Paramount Pictures,PG-13,70000000,182811707,374111707
tt0852713,Sony Pictures Entertainment (SPE),PG-13,25000000,48237389,70439696
tt1267379,,0,,,
tt0338337,Paramount Pictures,PG-13,60000000,53790451,117248958
tt5932728,Vertical Entertainment,0,,,4957273
tt0425061,Warner Bros.,PG-13,80000000,130319208,230685453
tt0275230,,0,,,
tt2224075,,G,,,
tt0344864,,G,,,
tt0859635,Twentieth Century Fox,R,13500000,30617396,31626386
tt0482629,The Bigger Picture,PG,,3438735,3438735
tt0295178,New Line Cinema,PG-13,63000000,213307889,296938801
tt1017460,,R,,17010170,27127620
tt0284303,,PG-13,,,
tt3611432,,G,,,
tt0457939,Sony Pictures Entertainment (SPE),PG-13,85000000,63224849,205841885
tt1078940,Universal Pictures,PG-13,70000000,109204945,171844840
tt1634122,Universal Pictures,PG,45000000,8305970,160078586
tt4799050,Sony Pictures Entertainment (SPE),R,20000000,22105643,47347283
tt0256380,Twentieth Century Fox,PG-13,40000000,70839203,141069860
tt1650043,Twentieth Century Fox,PG,21000000,52698535,72526996
tt1748122,Focus Features,PG-13,16000000,45512466,68263166
tt0184894,Walt Disney Studios Motion Pictures,PG-13,55000000,56937502,99274467
tt2401807,,0,,,2424381
tt1124035,Sony Pictures Entertainment (SPE),R,,40962534,76338111
tt7291268,,0,,,
tt0369226,Lionsgate,R,20000000,5178569,12693645
tt8134742,Saban Films,R,,2172949,2295825
tt2737926,,R,,,714058
tt1833116,Vertical Entertainment,R,,,2627248
tt0192731,Sony Pictures Entertainment (SPE),R,14000000,21468807,38574362
tt1028576,Walt Disney Studios Motion Pictures,PG,35000000,59713955,60321861
tt0230011,Walt Disney Studios Motion Pictures,PG,120000000,84056472,186053725
tt0316732,Lionsgate,PG-13,,36879320,71255003
tt1483025,,PG-13,,,
tt5862166,,R,,,323754
tt5960374,Neon,R,,727119,1439539
tt0327247,Warner Bros.,PG-13,40000000,16328471,26170671
tt0432291,Revolution Studios,PG-13,18000000,29550869,46201432
tt1718903,,0,,,68599686
tt0762125,Sony Pictures Entertainment (SPE),PG,70000000,42194060,105647102
tt0319343,New Line Cinema,PG,33000000,174626840,221671773
tt0410297,Warner Bros.,PG,40000000,52330111,114830111
tt7349910,,R,,,33925
tt0312004,DreamWorks Distribution,G,30000000,56110897,194137091
tt9351980,,0,,,
tt1502404,Summit Entertainment,R,,10721033,40909909
tt0361596,Lionsgate,R,6000000,119194771,222446882
tt1666185,Lionsgate,R,40000000,44922302,55668698
tt5612702,,0,,,
tt3565904,,0,,,
tt3774114,Open Road Films (II),R,40000000,21587519,37357216
tt1263800,,0,,,
tt3082898,,0,,,287779
tt0453556,Warner Bros.,PG,34000000,54149098,95802916
tt2361509,Warner Bros.,PG-13,35000000,75764672,194564672
tt2140619,Entertainment One,R,,18612,492332
tt0220099,Walt Disney Studios Motion Pictures,G,30000000,45554533,96159800
tt4191580,Freestyle Releasing,R,,9097072,9097072
tt5179598,Vertical Entertainment,R,,1349,2713955
tt2241351,TriStar Pictures,R,27000000,41012075,93282604
tt1376213,The Film Arcade,PG,,6399,128471
tt8709036,,0,,,
tt0435651,The Weinstein Company,PG-13,25000000,45090374,66980456
tt1179891,Lionsgate,R,15000000,51545952,100734718
tt0306841,Walt Disney Studios Motion Pictures,PG,17000000,42734455,55534455
tt1374992,Millennium Entertainment,PG-13,,105095,22187813
tt9228950,,0,,,
tt0940657,,PG,,,52377611
tt0971209,Universal Pictures,R,14000000,15515460,22955544
tt0314331,Universal Pictures,R,40000000,59696144,244935382
tt1714206,A24,R,,6854611,6918591
tt5688996,,0,,,
tt9882084,,0,,,
tt1667353,Relativity Media,PG,85000000,64935167,183018522
tt1114740,Sony Pictures Entertainment (SPE),PG,26000000,146336178,183348429
tt0387514,Universal Pictures,PG-13,22000000,22827153,67937494
tt2177771,Sony Pictures Entertainment (SPE),PG-13,70000000,78031620,156706638
tt1618432,High Top Releasing,PG,,2387730,2503392
tt0304669,Walt Disney Studios Motion Pictures,G,65000000,139236327,172855065
tt2024432,Universal Pictures,R,35000000,134506920,173965010
tt1236486,,0,,,
tt3631112,Universal Pictures,R,45000000,75395035,173185859
tt0358273,Twentieth Century Fox,PG-13,28000000,119519402,186797986
tt5322012,Broad Green Pictures,PG-13,12000000,14301505,23468586
tt1646926,Sony Pictures Home Entertainment,PG,,,7487555
tt0358349,Metro-Goldwyn-Mayer (MGM),PG,26000000,23630159,28818995
tt0250687,Paramount Pictures,PG-13,,56618055,85498534
tt4807408,STX Entertainment,PG-13,10000000,10205616,10209813
tt2100546,,0,,,
tt0964517,Paramount Pictures,R,25000000,93617009,129190869
tt0442933,Paramount Pictures,PG-13,150000000,82280579,196393745
tt1599351,,0,,,
tt1002563,Focus Features,PG-13,,6490401,7330338
tt2172934,Relativity Media,PG-13,28000000,30697999,53260230
tt0491203,The Weinstein Company,R,,2455635,9204549
tt1447972,,PG-13,,,9941976
tt2205401,Lionsgate,R,,17390770,17534314
tt0283426,Walt Disney Studios Motion Pictures,G,20000000,47901582,186303759
tt2039338,Sony Pictures Entertainment (SPE),PG-13,19000000,16883115,45158254
tt5698320,,R,,,79451
tt0334541,,PG-13,,,
tt3164256,Open Road Films (II),R,,3020664,3394174
tt0317198,Universal Pictures,R,40000000,40226215,265126918
tt1596363,Paramount Pictures,R,28000000,70259870,133440870
tt0206275,Paramount Pictures,PG-13,,91057006,131706809
tt0457419,Twentieth Century Fox,G,,32061555,69474661
tt2349460,Roadside Attractions,PG,,2507201,2507201
tt0280590,Sony Pictures Entertainment (SPE),PG-13,50000000,126293452,171269535
tt8722440,,R,,,
tt7985692,Sony Pictures Classics,PG-13,,1574258,2790019
tt6182078,,0,,,1468454
tt1925431,,R,,,2500277
tt0405469,Walt Disney Studios Motion Pictures,G,80000000,37384046,102338515
tt1971325,,R,,,6237990
tt6019206,,0,,,
tt5502946,,0,,,1216246
tt1205489,Warner Bros.,R,33000000,148095302,269958228
tt5513260,,PG,,,1213943
tt1477715,Sony Pictures Entertainment (SPE),PG,,72091016,261183588
tt8510488,,0,,,
tt1535109,Sony Pictures Entertainment (SPE),PG-13,55000000,107100855,218791811
tt1251757,Paramount Vantage,R,20000000,754301,754301
tt0756683,,0,,,
tt4781612,,R,,,282817
tt8695030,Focus Features,R,,6563605,15322395
tt4556370,,R,,,34174
tt0418141,,0,,,
tt5265662,,0,,,
tt0430105,Paramount Pictures,R,45000000,74494381,92374674
tt4327752,,R,,,13109
tt1305591,Walt Disney Studios Motion Pictures,PG,150000000,21392758,39233678
tt1392197,Twentieth Century Fox,PG,50000000,33644788,83761844
tt0758766,Warner Bros.,PG-13,,50572589,145896422
tt3203616,,PG-13,,,6501058
tt3960412,Universal Pictures,R,,9639125,9680029
tt3317234,,0,,,
tt0365957,Screen Gems,PG-13,8000000,40363810,50576805
tt0290057,,0,,,
tt0166924,Universal Pictures,R,,7220243,20129557
tt1160996,,0,,,321310
tt1385867,Warner Bros.,R,30000000,44875481,55611001
tt1210166,Sony Pictures Entertainment (SPE),PG-13,50000000,75605492,110206216
tt1901024,,R,,,21216
tt1188729,Overture Films,R,33000000,10330853,20648328
tt0910936,Sony Pictures Entertainment (SPE),R,27000000,87341380,101624843
tt1730768,Focus Features,PG-13,,17571660,26152835
tt0181865,USA Films,R,,124115725,207515725
tt3528666,,R,,,
tt0464041,,PG-13,,,9162
tt4846232,A24,R,,2026499,3283369
tt0210070,Cinema Village Features,0,,2554,2554
tt1648179,Sony Pictures Entertainment (SPE),PG,,45290318,73100172
tt3530002,Sony Pictures Entertainment (SPE),R,25000000,43047372,52395996
tt1650062,Paramount Pictures,PG-13,50000000,127004179,260095986
tt2125685,,0,,,
tt6000478,Sony Pictures Entertainment (SPE),PG-13,22000000,11962778,13025860
tt3881784,Roadside Attractions,R,,4211129,8503658
tt1535616,,R,,,145676
tt2318092,Universal Pictures,PG-13,20000000,23438250,34718173
tt3268668,Paramount Pictures,PG-13,,2583301,2801508
tt1528854,Paramount Pictures,PG-13,,150357137,242786137
tt2554274,Universal Pictures,R,55000000,31090320,74679822
tt1055366,,0,,,
tt2918436,Relativity Media,PG-13,3300000,25801570,38356892
tt1935194,Vertical Entertainment,PG-13,,7793,9650552
tt2018069,,PG-13,,,24039
tt5592248,Focus Features,R,,10709995,27869129
tt0804461,Twentieth Century Fox,R,,9534258,16974459
tt0162650,Paramount Pictures,R,46000000,70334258,107626125
tt1778931,,PG-13,,,13974
tt1568338,Lionsgate,PG-13,42000000,18620000,47636031
tt0266987,Universal Pictures,R,115000000,62362560,143049560
tt0141926,Universal Pictures,PG-13,62000000,77122415,127666415
tt0787474,Focus Features,PG,60000000,50837305,108255770
tt1267299,,0,,,
tt2368619,High Top Releasing,R,,50269,14857808
tt0838232,Sony Pictures Entertainment (SPE),PG,70000000,35922978,76025134
tt5843780,Cinedigm Entertainment Group,0,,9893,61789
tt0446046,New Line Cinema,PG-13,,34742066,66500090
tt7043012,,R,,,
tt1954299,,0,,,
tt0469916,,R,,,
tt1034303,Paramount Vantage,R,32000000,28644813,51262751
tt1657283,,PG-13,,,8775693
tt2065968,,0,,,
tt0271367,Warner Bros.,PG-13,30000000,17322606,45867333
tt0452694,Warner Bros.,PG-13,39000000,63414846,101344412
tt1073498,Twentieth Century Fox,PG-13,,38233676,85897593
tt0285823,Sony Pictures Entertainment (SPE),R,29000000,56359780,98769390
tt5034474,,R,,,388789
tt1519461,Paramount Insurge,R,,7556,7556
tt0814314,Sony Pictures Entertainment (SPE),PG-13,55000000,69951824,169748929
tt1920849,RADiUS-TWC,R,,447954,12128575
tt5666304,Gunpowder & Sky,R,,1647175,1647175
tt0472198,Fox Searchlight Pictures,R,20000000,36843682,44420167
tt0421073,Fox Searchlight Pictures,R,20000000,26418667,66476363
tt2387499,Twentieth Century Fox,PG-13,40000000,14904426,29918745
tt0218967,Universal Pictures,PG-13,60000000,75793305,124745083
tt0430308,Paramount Pictures,R,40000000,30985352,46563961
tt7021508,,PG-13,,,
tt4537896,Studio 8,R,29000000,24011188,25957482
tt0296572,Universal Pictures,R,105000000,57761012,115900534
tt2309260,Warner Bros.,R,100000,22764410,42964410
tt0970866,Universal Pictures,PG-13,100000000,148438600,310650585
tt1093357,Summit Entertainment,PG-13,30000000,21443494,64626786
tt2308733,,0,,,
tt2182256,,R,,,415863
tt1629440,,G,,,
tt0825232,Warner Bros.,PG-13,45000000,93466502,175372502
tt3165612,IFC Films,R,,819431,3224947
tt0491703,,PG-13,,,
tt1626146,Relativity Media,R,,1124445,6337728
tt1020885,,R,,,3276702
tt5691024,Global Road Entertainment,PG,,17857020,39156854
tt0762121,New Line Cinema,PG,35000000,37629831,46432264
tt0437503,,G,,,
tt0397078,Twentieth Century Fox,PG-13,,17326650,38159905
tt4034228,Roadside Attractions,R,9000000,47695371,78988148
tt5843838,,PG,,,72585
tt0258000,Sony Pictures Entertainment (SPE),R,48000000,96397334,197079546
tt5153288,,R,,,367000
tt1323045,Anchor Bay Films,R,,246176,3843774
tt0375679,Lionsgate,R,6500000,54580300,98410061
tt0328832,,0,,,
tt0125022,Metro-Goldwyn-Mayer (MGM),PG-13,35000000,40336607,57756408
tt2316411,A24,R,,1008726,3468224
tt8995218,,0,,,12751
tt0211465,New Line Cinema,R,,11715637,12806614
tt0330634,,R,,,
tt0795421,Universal Pictures,PG-13,52000000,144169664,609913584
tt0411951,Screen Gems,R,,,1697207
tt5476182,,0,,,
tt6428150,,PG,,83891,235066
tt0230030,Twentieth Century Fox,PG-13,48000000,37886980,90383208
tt0309820,R.S. Entertainment,PG-13,30000000,5791328,29632684
tt0386792,,0,,,
tt1174954,,R,,,403117
tt6542108,Independent,0,,6290,3369468
tt3170458,,0,,,
tt5462602,Lionsgate,R,,42873127,56411585
tt0910885,,PG-13,,,
tt0349205,Twentieth Century Fox,PG,40000000,138614544,190538630
tt2193265,,0,,,
tt2101341,FilmDistrict,R,,10895295,18074539
tt1333125,Relativity Media,R,6000000,8840453,32443111
tt3829170,,PG-13,,,
tt2334871,Twentieth Century Fox,R,42000000,45852178,60845711
tt1731141,Lionsgate,PG-13,110000000,61737191,125544024
tt2883512,Open Road Films (II),R,,31424003,48428048
tt0297162,Sony Pictures Entertainment (SPE),PG-13,,15567860,19233280
tt0465602,New Line Cinema,R,39000000,12807139,27122238
tt0383222,Romar Entertainment,R,25000000,2405420,3650275
tt4572792,Focus Features,PG-13,,4504974,4596705
tt5125894,STX Entertainment,PG-13,,13631124,16418218
tt2005151,Warner Bros.,R,,43034523,86234523
tt1878870,STX Entertainment,R,9000000,14431633,19370020
tt2446980,Twentieth Century Fox,PG-13,60000000,56451232,101134059
tt0395584,Lionsgate,R,7000000,17044981,20901859
tt1758810,Universal Pictures,R,35000000,6700035,43155261
tt6769280,Grindstone Entertainment,PG-13,,10003,467705
tt0485985,Twentieth Century Fox,PG-13,58000000,49876377,50365498
tt0281634,,G,,,
tt1403981,Summit Entertainment,PG-13,16000000,19068240,56032889
tt2387559,Walt Disney Studios Motion Pictures,PG-13,26000000,30664106,53120346
tt5893332,,0,,,
tt1320261,Twentieth Century Fox,PG,112000000,42779261,237382724
tt0164184,Paramount Pictures,PG-13,68000000,118907036,193921372
tt2996648,,R,,,
tt3319920,Dimension Films,R,,55039,17671101
tt8155182,,R,,,
tt10009030,,R,,,
tt1798243,The Samuel Goldwyn Company,R,,58293,546149
tt0450232,Warner Bros.,PG-13,,36895141,65664721
tt0238552,,R,,,894844
tt0495241,,0,,,
tt4504044,Orion Pictures,R,6000000,14856291,21150265
tt5613484,A24,R,,7362439,9303022
tt1517489,Dimension Films,PG,27000000,38538188,85564310
tt1478329,,0,,,
tt5181852,Vertical Entertainment,R,,,1243832
tt0961722,,R,,,
tt0297284,Dimension Films,R,,4480744,21148829
tt1321870,Warner Bros.,R,60000000,46000903,105200903
tt0418763,Universal Pictures,R,72000000,62658220,97076152
tt1781769,Focus Features,R,,12816367,68929150
tt1913166,,R,,,706617
tt0462396,The Weinstein Company,PG-13,,5933494,25303038
tt3682448,Walt Disney Studios Motion Pictures,PG-13,40000000,72313754,165478348
tt2677722,,R,,,2104432
tt1193138,Paramount Pictures,R,25000000,83823381,166842739
tt0377471,Metro-Goldwyn-Mayer (MGM),PG-13,53000000,56046979,95763716
tt0486655,Paramount Pictures,PG-13,70000000,38634938,137515140
tt0466342,Twentieth Century Fox,PG-13,20000000,48548426,85749034
tt0986263,Walt Disney Studios Motion Pictures,PG-13,80000000,38577772,122444772
tt0374102,Lionsgate,R,500000,30610863,54683487
tt8097306,Paramount Pictures,R,19000000,31713110,33705333
tt1072748,Lionsgate,PG-13,,25091816,44019588
tt4642044,,0,,,124358
tt4153828,Shout! Factory,0,,,4428275
tt1980929,The Weinstein Company,R,,16170632,63464861
tt0417148,New Line Cinema,R,33000000,34020814,62022014
tt3503068,,0,,,72559
